FID,STRASSENNA,Shape_Leng,d_RADWEGAR,START_X,START_Y,END_X,END_Y
4154,Lochhausener Straße,9.233534176,Übergang,680315.8896,5338507.515,680325.116,5338507.152
4155,Blumenauer Straße,3.568781262,Übergang,683832.3659,5333825.613,683830.114,5333828.382
4156,Situlistraße,5.315744017,Übergang,694406.4524,5340766.075,694409.9986,5340770.035
4157,Pelkovenstraße,6.998064431,Übergang,687408.3768,5339590.054,687401.3951,5339590.532
4158,Nederlinger Straße,16.19714508,Getrennter Rad- und Gehweg,687181.1997,5337913.237,687170.5289,5337925.423
4159,Situlistraße,109.0795893,Getrennter Rad- und Gehweg,694442.8725,5340829.243,694511.2761,5340913.32
4160,Dachauer Straße,4.237827091,Getrennter Rad- und Gehweg,686693.6975,5339495.679,686692.6278,5339499.779
4161,Skagerrakstraße,179.2128203,Getrennter Rad- und Gehweg,686163.8869,5338544.592,686000.7304,5338500.311
4162,Saarlouiser Straße,42.75475347,Getrennter Rad- und Gehweg,686028.6988,5340222.491,685988.1106,5340209.863
4163,Siegenburger Straße,1.874615636,Übergang,688331.2881,5333619.698,688332.1604,5333618.038
4164,Glücksburger Straße,389.1484199,Gemeinsamer Geh- und Radweg (Zweirichtungsradweg),697814.0104,5337201.855,697732.1958,5336821.571
4165, ,215.5591874,Gemeinsamer Geh- und Radweg,697148.7848,5336886.863,697044.9033,5337015.89
4166,Sauerbruchstraße,2.412296055,Übergang,684286.2113,5331339.784,684285.8726,5331337.395
4167,Tegernseer Landstraße,6.209837517,Übergang,692068.4415,5331373.282,692071.4705,5331367.861
4168,Candidstraße,396.8576524,Getrennter Rad- und Gehweg,689742.4598,5327383.973,689618.2471,5327007.066
4169,Hechtseestraße,10.22837558,Übergang,695581.1171,5332764.225,695590.3068,5332768.716
4170,Agnes-Bernauer-Straße,8.385620247,Übergang,685185.2954,5334932.131,685177.213,5334934.366
4171,Alte Allee,2.891781757,Übergang,682492.3941,5336401.845,682490.3874,5336403.927
4172,Alte Allee,3.982710429,Übergang,682575.5806,5336310.861,682572.696,5336313.607
4173,Alte Allee,14.56183486,Übergang,682527.1207,5336385.953,682517.3494,5336396.749
4174,Alte Allee,6.93989504,Getrennter Rad- und Gehweg,682517.3494,5336396.749,682512.7568,5336401.952
4175,Alte Allee,8.280300177,Übergang,681912.6879,5337002.13,681906.7602,5337007.911
4176,Alte Allee,153.1081261,Getrennter Rad- und Gehweg,681906.7602,5337007.911,681812.5617,5337128.446
4177,Alte Allee,4.95842042,Übergang,681763.0305,5337210.888,681761.0796,5337215.446
4178,Agnes-Bernauer-Straße,119.8629429,Getrennter Rad- und Gehweg,685307.5698,5334902.518,685191.0952,5334930.759
4179,Agnes-Bernauer-Straße,3.448068923,Übergang,685187.7753,5334958.344,685184.4916,5334959.396
4180,Agnes-Bernauer-Straße,74.56754682,Getrennter Rad- und Gehweg,685184.4916,5334959.396,685111.8814,5334976.359
4181,Agnes-Bernauer-Straße,5.60460104,Übergang,685111.8814,5334976.359,685106.3435,5334977.221
4182,Weinbergerstraße,184.7480874,Getrennter Rad- und Gehweg,683549.7387,5334836.931,683365.199,5334828.437
4183,Centa-Hafenbrädl-Straße,3.076093211,Getrennter Rad- und Gehweg,679306.9776,5334303.189,679304.1576,5334301.961
4184,Friedenspromenade,4.150959506,Getrennter Rad- und Gehweg,699683.1277,5332940.004,699686.7816,5332941.331
4185,Schwablhofstraße,8.195274407,Übergang,699697.7626,5332954.742,699702.612,5332961.348
4186,Waldfriedhofstraße,4.254708304,Übergang,687239.4794,5331934.037,687235.2284,5331933.859
4187,Höglwörther Straße,51.97416942,Getrennter Rad- und Gehweg,688027.7875,5331480.176,687999.7759,5331436.845
4188,Waldfriedhofstraße,7.682295308,Übergang,687114.9074,5331928.398,687107.2688,5331927.58
4189,Waldfriedhofstraße,4.459897193,Übergang,687107.2688,5331927.58,687102.8724,5331926.83
4190,Albert-Roßhaupter-Straße,4.238052593,Getrennter Rad- und Gehweg,687994.0953,5332334.432,687990.0496,5332333.17
4191,Albert-Roßhaupter-Straße,244.6308741,Getrennter Rad- und Gehweg,687984.5534,5332297.79,687785.6127,5332155.622
4192,Bergsonstraße,5.006182701,Übergang,680951.0855,5337409.755,680950.2437,5337404.82
4193,Limesstraße,5.126961149,Übergang,679901.5346,5336165.676,679904.4161,5336161.436
4194,Limesstraße,2.910182098,Übergang,679962.0446,5336019.999,679962.9674,5336017.239
4195,Fasangartenstraße,6.487888567,Übergang,693856.6138,5329326.476,693850.5544,5329324.157
4196,Oberbiberger Straße,29.57552049,Übergang,692132.9177,5330220.62,692119.849,5330194.088
4197,Alte Allee,12.8041831,Übergang,682664.9976,5336226.818,682655.7324,5336235.656
4198,Oberbiberger Straße,294.1379107,Getrennter Rad- und Gehweg,692119.849,5330194.088,691986.009,5329932.262
4199,Oberbiberger Straße,80.0429357,Getrennter Rad- und Gehweg,691986.009,5329932.262,691947.6674,5329862.002
4200,Alte Allee,109.8291889,Getrennter Rad- und Gehweg,682490.3874,5336403.927,682417.4192,5336486.013
4201,Alte Allee,5.788516965,Übergang,681714.9196,5337304.87,681712.6893,5337310.212
4202,Haidelweg,5.407914899,Übergang,682710.9836,5334199.854,682709.0171,5334194.816
4203,Limesstraße,45.45487897,Getrennter Rad- und Gehweg,680042.3414,5335794.598,680054.5968,5335750.835
4204,Limesstraße,3.940858529,Übergang,679983.2322,5335952.116,679984.1159,5335948.276
4205,Limesstraße,8.35453173,Übergang,680100.4086,5335532.814,680102.9765,5335524.864
4206,Limesstraße,4.204460019,Übergang,680191.0723,5335332.943,680192.7114,5335329.072
4207,Ludwig-Koch-Straße,6.959338696,Getrennter Rad- und Gehweg,679543.0181,5333813.028,679549.4428,5333815.703
4208,Dietmar-Keese-Bogen,58.31944739,Getrennter Rad- und Gehweg,679475.3064,5333785.858,679422.2838,5333761.728
4209,Agnes-Bernauer-Straße,94.25121117,Getrennter Rad- und Gehweg,685516.9977,5334867.622,685423.6781,5334880.826
4210,Silberdistelstraße,5.563843286,Übergang,684507.2124,5333046.901,684507.5737,5333052.453
4211,Silberdistelstraße,9.018572527,Übergang,684481.8953,5333042.833,684482.5753,5333051.825
4212,Putzbrunner Straße,52.12936314,Gemeinsamer Geh- und Radweg,699180.0532,5329271.571,699217.6532,5329235.545
4213,Putzbrunner Straße,75.89093617,Getrennter Rad- und Gehweg,696517.5164,5330582.072,696589.603,5330558.346
4214,Heinrich-Wieland-Straße,12.16413318,Übergang,696641.869,5332588.216,696651.9132,5332581.354
4215,Heinrich-Wieland-Straße,11.32853223,Übergang,695926.1402,5332820.926,695937.1981,5332818.464
4216,Heinrich-Wieland-Straße,76.62266266,Getrennter Rad- und Gehweg,696037.5912,5332795.941,696112.9717,5332782.201
4217,Putzbrunner Straße,10.54918363,Übergang,697423.2992,5330254.316,697432.8009,5330249.733
4218,Putzbrunner Straße,133.8271002,Getrennter Rad- und Gehweg,696136.5821,5330682.413,696264.3859,5330645.939
4219,Putzbrunner Straße,11.25407641,Übergang,696270.8423,5330640.779,696281.9671,5330639.078
4220,Heinrich-Wieland-Straße,20.37701219,Übergang,696286.5463,5332749.497,696306.2982,5332744.489
4221,Bergsonstraße,73.95359572,Radweg,680851.858,5337284.916,680800.0952,5337233.018
4222,Kastelburgstraße,105.2526223,Getrennter Rad- und Gehweg,680095.8716,5336721.954,679997.7241,5336684.716
4223,Kastelburgstraße,4.51420067,Getrennter Rad- und Gehweg,679883.482,5336632.519,679879.3819,5336630.63
4224,Kastelburgstraße,272.8498571,Getrennter Rad- und Gehweg,680561.9553,5336889.625,680305.31,5336797.812
4225,Paul-Ehrlich-Weg,96.7447964,Getrennter Rad- und Gehweg,682321.9071,5340771.287,682232.8348,5340733.529
4226,Paul-Ehrlich-Weg,88.86354303,Getrennter Rad- und Gehweg,682318.5873,5340759.497,682236.8773,5340724.566
4227,Gotthardstraße,80.5710519,Getrennter Rad- und Gehweg,685332.5098,5334462.14,685252.2659,5334469.389
4228,Senftenauerstraße,25.43003357,Getrennter Rad- und Gehweg,685744.7716,5333479.55,685727.0765,5333497.814
4229,Ehrwalder Straße,3.977172671,Getrennter Rad- und Gehweg,686262.847,5332268.23,686258.8803,5332268.107
4230,Guardinistraße,5.061314559,Übergang,685889.8139,5332251.153,685884.8304,5332252.037
4231,Ehrwalder Straße,6.101581789,Getrennter Rad- und Gehweg,686259.6927,5332250.014,686255.5534,5332245.531
4232,Holledauer Straße,413.0083878,Fahrradstraße,686593.4674,5339928.855,686723.5898,5340262.178
4233,Baumgartnerstraße,6.140020145,Übergang,688699.4798,5333401.807,688703.0925,5333396.842
4234,Passauerstraße,89.38448236,Getrennter Rad- und Gehweg,688614.8458,5331671.102,688625.9988,5331583.483
4235,Passauerstraße,64.64024482,Getrennter Rad- und Gehweg,688625.9988,5331583.483,688627.8884,5331519.729
4236,Guardinistraße,75.88988918,Getrennter Rad- und Gehweg,686077.6066,5332268.242,686001.8439,5332265.964
4237,Passauerstraße,10.95641543,Übergang,688570.6692,5332396.101,688569.9845,5332385.166
4238,Plinganserstraße,157.0988885,Getrennter Rad- und Gehweg,689078.5365,5331133.759,689099.5282,5330978.074
4239,Fürstenrieder Straße,4.891733539,Übergang,686260.642,5332263.553,686261.2532,5332258.7
4240,Am Mitterfeld,217.1223096,Gehweg Radverkehr frei,699346.7949,5335178.507,699217.0531,5335331.061
4241,Partnachplatz,4.617208888,Getrennter Rad- und Gehweg,688007.8435,5332401.462,688008.6191,5332406.014
4242,Fritz-Schäffer-Straße,12.36715376,Übergang,696992.1107,5331187.595,697004.4725,5331187.952
4243,Sankt-Veit-Straße,10.14581278,Übergang,696818.4776,5333701.986,696817.1336,5333691.93
4244,Friedenspromenade,17.83540453,Übergang,699716.9555,5332936.291,699728.5593,5332949.835
4245,Hofangerstraße,14.58094644,Übergang,695784.6293,5332844.88,695780.2817,5332830.963
4246,Sauerbruchstraße,4.696259237,Getrennter Rad- und Gehweg,684355.8484,5332098.78,684356.6895,5332094.476
4247,Würmtalstraße,7.582914325,Übergang,684379.6615,5332095.067,684372.0985,5332094.518
4248,Marchioninistraße,8.146895644,Übergang,684344.2255,5331845.865,684336.0795,5331845.744
4249,Von-Knoeringen-Straße,18.14064555,Getrennter Rad- und Gehweg,697076.8343,5330638.493,697089.6455,5330625.926
4250,Pfanzeltplatz,8.863758677,Übergang,695819.0853,5330861.584,695815.2443,5330853.595
4251,Sankt-Michael-Straße,5.317743248,Übergang,695786.2592,5332849.942,695784.6293,5332844.88
4252,Rupert-Mayer-Straße,132.8007616,Getrennter Rad- und Gehweg,688627.7816,5330033.364,688497.1027,5330009.893
4253,Würmtalstraße,9.411609197,Übergang,686043.4905,5331798.768,686034.0815,5331798.99
4254,Untersbergstraße,109.5794671,Getrennter Rad- und Gehweg,692621.7853,5332209.619,692592.9797,5332104.163
4255, ,84.83597941,Gemeinsamer Geh- und Radweg,696525.975,5330092.869,696449.9966,5330122.558
4256,Würmtalstraße,48.65852501,Getrennter Rad- und Gehweg,683392.6761,5331949.626,683344.5075,5331942.739
4257,Aubinger Straße,257.7184947,Gehweg Radverkehr frei,681137.076,5335931.864,680889.4993,5336001.943
4258,Riemer Straße,68.40714219,Gemeinsamer Geh- und Radweg,699395.678,5335381.618,699461.4269,5335400.477
4259,Lochhausener Straße,44.77710847,Gemeinsamer Geh- und Radweg,679003.1426,5338801.478,678967.0917,5338828.035
4260,Lochhausener Straße,137.7429704,Gemeinsamer Geh- und Radweg,678947.9391,5338843.27,678843.1002,5338932.322
4261, ,22.35349034,Gemeinsamer Geh- und Radweg,696442.1429,5330143.486,696449.9966,5330122.558
4262,Riemer Straße,161.4062464,Gemeinsamer Geh- und Radweg,699228.7283,5335354.628,699385.3988,5335392.371
4263,Züricher Straße,5.365494604,Getrennter Rad- und Gehweg,686417.746,5329801.065,686412.5463,5329802.389
4264,Alfred-Ludwig-Weg,78.30447382,Getrennter Rad- und Gehweg,687464.5231,5332985.621,687452.8534,5333061.321
4265,Chiemgaustraße,4.00522459,Getrennter Rad- und Gehweg,693822.4801,5331655.153,693825.8912,5331657.253
4266,Oberföhringer Straße,26.4776342,Getrennter Rad- und Gehweg,694783.3577,5337634.398,694805.9716,5337647.315
4267,Robert-Heger-Straße,10.86972865,Übergang,696470.3452,5337324.158,696481.187,5337323.379
4268,Zwiedineckstraße,6.608069288,Übergang,683297.9457,5339013.536,683296.0994,5339019.881
4269,Zwiedineckstraße,5.584329699,Übergang,683296.0994,5339019.881,683294.2831,5339025.162
4270,Willibaldstraße,7.904579208,Übergang,685061.3243,5334841.925,685057.2124,5334835.174
4271,Willibaldstraße,2.664690295,Übergang,685057.2124,5334835.174,685056.285,5334832.676
4272,Willibaldstraße,73.40223294,Getrennter Rad- und Gehweg,684917.911,5334573.225,684896.659,5334503.627
4273,Willibaldstraße,5.929880255,Übergang,684858.4265,5334411.062,684856.3845,5334405.495
4274,Bajuwarenstraße,4.545249621,Übergang,698026.0622,5332990.172,698029.6476,5332992.965
4275,Brudermühlstraße,52.61259779,Gemeinsamer Geh- und Radweg,690473.8485,5331953.967,690448.0251,5331946.665
4276,Willibaldstraße,5.897692959,Übergang,684856.3845,5334405.495,684854.4034,5334399.94
4277,Aubinger Straße,19.12357905,Übergang,681895.6739,5335688.732,681884.0228,5335703.783
4278,Aubinger Straße,5.48445235,Übergang,681873.3702,5335689.994,681868.6556,5335692.796
4279,Bajuwarenstraße,203.0157005,Getrennter Rad- und Gehweg,697728.098,5332728.666,697875.8639,5332867.261
4280,Richard-Strauss-Straße,7.061882784,Übergang,694580.2092,5335771.03,694580.6289,5335778.079
4281,Ostpreußenstraße,9.598425317,Getrennter Rad- und Gehweg,696471.169,5337081.235,696475.9916,5337089.285
4282,Freischützstraße,3.326564721,Getrennter Rad- und Gehweg,696489.7592,5337300.741,696490.4164,5337304.002
4283,Bergsonstraße,6.302566763,Übergang,680969.7186,5337414.077,680963.4243,5337414.4
4284,Gotthardstraße,9.674650914,Übergang,685971.9698,5334375.059,685962.4153,5334376.579
4285,Gotthardstraße,292.4388783,Getrennter Rad- und Gehweg,685962.4153,5334376.579,685671.5094,5334404.27
4286,Gotthardstraße,100.1028896,Getrennter Rad- und Gehweg,685432.2588,5334426.859,685339.0989,5334446.582
4287,Gotthardstraße,49.20517832,Radweg,684882.3373,5334505.502,684833.2933,5334506.089
4288,Westendstraße,7.758160073,Radweg,686683.6349,5333345.474,686681.0498,5333338.166
4289,Stegener Weg,98.75638068,Getrennter Rad- und Gehweg,686584.5264,5333348.943,686681.0498,5333338.166
4290,Senftenauerstraße,5.160185348,Übergang,685522.226,5333661.235,685517.8851,5333664.025
4291,Agnes-Bernauer-Straße,3.101612774,Getrennter Rad- und Gehweg,685672.6486,5334846.022,685669.5818,5334845.559
4292,Gotthardstraße,270.0517223,Radweg,684804.0857,5334506.759,684535.2595,5334485.078
4293,Zschokkestraße,386.6588818,Getrennter Rad- und Gehweg,687657.5871,5334300.316,687288.2599,5334345.238
4294,Zschokkestraße,7.835008373,Getrennter Rad- und Gehweg,687288.2599,5334345.238,687280.4261,5334345.101
4295,Treffauerstraße,25.94291194,Getrennter Rad- und Gehweg,687703.2316,5332396.179,687677.5526,5332399.852
4296,Fürstenrieder Straße,293.8709953,Radweg (Zweirichtungsradweg),686242.1634,5331370.557,686246.8609,5331077.389
4297,Peter-Auzinger-Straße,82.50677899,Getrennter Rad- und Gehweg,692300.0608,5330517.465,692230.6465,5330474.533
4298,Soyerhofstraße,19.9225852,Getrennter Rad- und Gehweg,692197.1962,5331145.797,692180.5094,5331134.915
4299,Boschetsrieder Straße,105.5513733,Getrennter Rad- und Gehweg,686881.7184,5330239.757,686779.0893,5330259.284
4300,Drygalski-Allee,101.4382939,Getrennter Rad- und Gehweg,686547.1867,5329922.221,686484.142,5329842.754
4301,Maronstraße,30.24965242,Gemeinsamer Geh- und Radweg,689017.0189,5333082.616,689016.5177,5333112.862
4302,Riemer Straße,182.7553384,Gemeinsamer Geh- und Radweg,698368.87,5335307.619,698548.034,5335277.985
4303,Baumgartnerstraße,93.41707145,Getrennter Rad- und Gehweg,688749.5831,5333366.736,688842.6952,5333359.21
4304,Olof-Palme-Straße,177.4876867,Gemeinsamer Geh- und Radweg,700067.1509,5335216.869,700133.418,5335056.673
4305,De-Gasperi-Bogen,109.1217548,Gemeinsamer Geh- und Radweg,701990.6761,5335057.797,701952.7754,5335159.796
4306,Neurieder Straße,61.15446933,Getrennter Rad- und Gehweg,684712.6604,5329114.945,684656.1202,5329138.247
4307,Paul-Henri-Spaak-Straße,165.9587998,Gemeinsamer Geh- und Radweg,701707.247,5335211.807,701851.1706,5335292.918
4308,Friedenspromenade,118.5662922,Gemeinsamer Geh- und Radweg,699297.4691,5332455.809,699373.3129,5332546.486
4309,Hochwannerstraße,111.4585732,Gehweg Radverkehr frei,687116.4836,5332356.381,687005.154,5332354.831
4310,Will-Dohm-Weg,87.73769813,Gemeinsamer Geh- und Radweg,696411.6181,5330044.385,696449.9966,5330122.558
4311,Pasettiweg,72.96409806,Gemeinsamer Geh- und Radweg,696595.4487,5330070.735,696525.975,5330092.869
4312,Aubinger Straße,43.05632937,Gehweg Radverkehr frei,680247.2466,5336275.807,680207.4246,5336292.173
4313,Aubinger Straße,130.421857,Gehweg Radverkehr frei,680039.2324,5336346.237,679912.641,5336322.309
4314,Sankt-Augustinus-Straße,50.60150582,Gehweg Radverkehr frei,698202.7077,5332459.575,698246.5898,5332434.379
4315,Denninger Straße,4.068909909,Übergang,694145.169,5336264.838,694148.7129,5336262.838
4316,Sankt-Martin-Straße,3.853690429,Übergang,693150.6069,5332730.398,693154.4605,5332730.372
4317,Schönstraße,5.626647976,Übergang,690594.8759,5330776.929,690592.2309,5330771.963
4318,Wolfratshauser Straße,2.545504103,Übergang,688028.8479,5327851.392,688027.0986,5327849.543
4319,Wolfratshauser Straße,2.265744952,Übergang,687766.9938,5327558.619,687765.7442,5327556.729
4320,Fromundstraße,2.795193568,Getrennter Rad- und Gehweg,691685.4542,5331551.746,691687.653,5331550.02
4321,Perlacher Straße,7.989700779,Übergang,692968.9675,5331854.709,692968.1902,5331862.661
4322,Landaubogen,83.17594178,Getrennter Rad- und Gehweg,688395.4134,5333839.538,688326.7056,5333797.777
4323,Drygalski-Allee,5.320783298,Getrennter Rad- und Gehweg,686472.6833,5328141.66,686475.1844,5328136.964
4324,BAB Garmisch (A 95),211.1816274,Getrennter Rad- und Gehweg (Zweirichtungsradweg),687067.3668,5331356.531,686904.1484,5331222.531
4325,Garmischer Str.,28.06752353,Getrennter Rad- und Gehweg,687609.7635,5333342.817,687587.4589,5333358.858
4326,Hans-Dietrich-Genscher-Straße,198.2344625,Radfahr-/Schutzstreifen,678838.3671,5334670.558,678783.4888,5334857.111
4327,Am Aubinger Feld,8.199213204,Übergang,680625.737,5338481.346,680626.4166,5338473.175
4328,Behringstraße,4.468907366,Übergang,682817.8145,5340182.998,682817.0816,5340187.407
4329, ,36.84550662,Gemeinsamer Geh- und Radweg (Zweirichtungsradweg),689675.1789,5330663.158,689662.1583,5330628.853
4330,Schäftlarnstraße,156.236917,Gemeinsamer Geh- und Radweg (Zweirichtungsradweg),689779.0488,5331187.8,689713.8197,5331055.841
4331,Rubihornweg,98.50690389,Getrennter Rad- und Gehweg,686821.0529,5333301.49,686917.7319,5333282.836
4332,Wolfratshauser Straße,20.32845485,Gemeinsamer Geh- und Radweg,687611.2241,5327260.777,687602.1229,5327242.599
4333,Lanzenstielweg,68.4129684,Gemeinsamer Geh- und Radweg,696407.1871,5329418.398,696445.6973,5329364.558
4334,Gundermannstraße,3.606496954,Übergang,689723.063,5342137.853,689719.4585,5342137.733
4335,Innsbrucker Ring,116.1749433,Getrennter Rad- und Gehweg,694809.7597,5332429.63,694776.172,5332319.4
4336,Innsbrucker Ring,10.56602791,Übergang,694862.7022,5332521.508,694859.5998,5332511.408
4337,Seybothstraße,68.21752824,Getrennter Rad- und Gehweg,690705.1083,5329385.501,690647.4531,5329349.042
4338,Seybothstraße,84.01605683,Getrennter Rad- und Gehweg,690642.5216,5329345.508,690570.0129,5329303.068
4339,Schietweg,121.5506663,Gemeinsamer Geh- und Radweg (Zweirichtungsradweg),686137.358,5332816.025,686021.2318,5332850.513
4340,Marschnerstraße,142.7594607,Fahrradstraße,682069.864,5336474.198,681956.8246,5336561.389
4341,Marschnerstraße,150.7030005,Fahrradstraße,682189.802,5336382.949,682069.864,5336474.198
4342,An der Schäferwiese,22.84232176,Getrennter Rad- und Gehweg (Zweirichtungsradweg),681611.6757,5336900.744,681594.9937,5336915.93
4343,Marschnerstraße,46.53136846,Fahrradstraße,681893.5246,5336614.656,681859.9722,5336646.896
4344,Kreuzkapellenstr.,7.587128874,Gemeinsamer Geh- und Radweg,679217.7239,5341146.858,679225.1905,5341148.205
4345,Kreuzkapellenstr.,6.077766079,Gemeinsamer Geh- und Radweg,679225.1905,5341148.205,679231.0634,5341149.77
4346,Dachauer Straße,24.59728828,Getrennter Rad- und Gehweg,686409.3017,5339707.919,686388.1762,5339720.519
4347,Saarlouiser Straße,25.96688028,Getrennter Rad- und Gehweg,686052.0737,5340229.558,686028.6988,5340222.491
4348,Saarlouiser Straße,9.146715985,Gemeinsamer Geh- und Radweg,685853.5686,5340169.969,685845.4047,5340165.845
4349,Saarlouiser Straße,9.071233917,Getrennter Rad- und Gehweg,685976.0362,5340207.159,685967.1668,5340205.256
4350,Saarlouiser Straße,13.83105114,Getrennter Rad- und Gehweg,685706.4855,5340075.074,685694.5921,5340068.014
4351,Brieger Straße,12.35909307,Getrennter Rad- und Gehweg,685227.5089,5339580.188,685226.9578,5339592.535
4352,Seybothstraße,2.425827457,Übergang,690835.6453,5329454.828,690833.812,5329453.239
4353,Brieger Straße,29.50016428,Getrennter Rad- und Gehweg,685228.6842,5339550.712,685227.5089,5339580.188
4354,Brieger Straße,5.280521254,Getrennter Rad- und Gehweg,685233.3894,5339429.832,685233.2937,5339435.11
4355,Brieger Straße,7.201625273,Getrennter Rad- und Gehweg,685247.1108,5339443.096,685246.8445,5339450.293
4356,Seybothstraße,23.87249241,Getrennter Rad- und Gehweg,690831.1486,5329450.859,690811.912,5329436.722
4357,Putzbrunner Straße,6.381213166,Radweg,697606.8181,5330179.466,697611.3092,5330174.933
4358,Plattlinger Straße,120.5971023,Getrennter Rad- und Gehweg,687468.5945,5328646.189,687403.7488,5328544.546
4359,Heckenstallerstraße,3.592802694,Übergang,687516.8996,5331593.51,687513.7534,5331595.24
4360,Thalkirchner Straße,1.492486474,Übergang,689598.6544,5331695.866,689598.1286,5331694.469
4361,Laurinplatz,60.91319081,Getrennter Rad- und Gehweg,691136.0077,5329697.901,691091.087,5329657.592
4362,Seybothstraße,2.982936984,Übergang,690982.5126,5329571.953,690980.149,5329570.133
4363,Seybothstraße,95.38148327,Getrennter Rad- und Gehweg,690909.6046,5329515.056,690835.6453,5329454.828
4364,Brieger Straße,12.22425581,Getrennter Rad- und Gehweg,685239.1115,5339651.41,685238.5133,5339663.619
4365,Aubinger Straße,24.3534319,Gehweg Radverkehr frei,680874.3474,5335996.962,680851.9315,5336006.481
4366,Maximilian-Kolbe-Allee,110.249404,Gemeinsamer Geh- und Radweg,696536.6584,5329432.318,696634.3622,5329483.393
4367,Brieger Straße,8.701476596,Getrennter Rad- und Gehweg,685239.4393,5339642.714,685239.1115,5339651.41
4368,Schatzbogen,9.823570712,Übergang,698181.0535,5334693.69,698171.7778,5334690.456
4369,Brieger Straße,13.91479695,Getrennter Rad- und Gehweg,685240.8034,5339607.531,685240.2503,5339621.434
4370,Schatzbogen,5.312533002,Übergang,697561.0857,5333717.593,697559.2882,5333712.594
4371,Dülferstraße,72.95849545,Getrennter Rad- und Gehweg,689994.7805,5343145.034,689922.2072,5343152.404
4372,Dülferstraße,66.4982911,Getrennter Rad- und Gehweg,689751.4963,5343179.331,689685.9015,5343190.251
4373,Alte Allee,74.73430238,Getrennter Rad- und Gehweg,682206.172,5336695.326,682151.3323,5336746.088
4374,Eintrachtstraße,6.960934347,Übergang,692952.8875,5332358.698,692955.2788,5332352.161
4375,Cosimastraße,393.1839653,Getrennter Rad- und Gehweg,695551.4005,5336936.212,695485.0052,5337321.868
4376,Cosimastraße,141.9658167,Getrennter Rad- und Gehweg,695485.0052,5337321.868,695485.993,5337463.825
4377,Cosimastraße,177.7928679,Getrennter Rad- und Gehweg,695488.1872,5337488.83,695489.0923,5337666.611
4378,Denninger Straße,5.144897832,Übergang,694352.3326,5336182.091,694357.3349,5336180.888
4379,Werinherstraße,4.69551912,Radweg,693659.7999,5332416.503,693664.1365,5332418.303
4380,Werinherstraße,6.003296902,Getrennter Rad- und Gehweg,693295.9221,5332362.497,693301.908,5332362.953
4381,Werinherstraße,106.3941689,Getrennter Rad- und Gehweg,693303.7812,5332337.97,693409.8051,5332346.634
4382,Heinrich-Wieland-Straße,129.9131789,Gemeinsamer Geh- und Radweg,697371.2038,5331470.149,697408.6842,5331348.317
4383,Hechtseestraße,9.142574642,Übergang,695371.5727,5332658.511,695379.0957,5332663.707
4384, ,75.56755207,Gemeinsamer Geh- und Radweg,701376.967,5335616.876,701378.3399,5335692.375
4385,Königswieser Straße,85.9775359,Getrennter Rad- und Gehweg,685216.889,5328535.035,685130.9874,5328531.435
4386,Lochhausener Straße,184.30501,Gemeinsamer Geh- und Radweg,682670.9969,5338053.061,682551.3402,5338189.624
4387,Neurieder Straße,42.5611274,Getrennter Rad- und Gehweg,685231.5834,5328905.98,685192.3096,5328921.214
4388,Maxhofstraße,174.4421958,Getrennter Rad- und Gehweg,684373.1987,5328671.813,684283.3424,5328522.307
4389,Hechtseestraße,88.30062856,Getrennter Rad- und Gehweg,695483.2309,5332682.094,695562.817,5332720.337
4390,Hechtseestraße,146.0553427,Getrennter Rad- und Gehweg,695570.1304,5332723.81,695695.7199,5332795.702
4391,Bodenseestraße,202.4390162,Gemeinsamer Geh- und Radweg,679607.6908,5334842.183,679413.6901,5334786.841
4392,Chiemgaustraße,13.26455462,Übergang,693260.4004,5331399.593,693272.0356,5331405.962
4393,Chiemgaustraße,49.40457041,Getrennter Rad- und Gehweg,692245.4003,5331182.124,692292.9736,5331176.036
4394,Chiemgaustraße,196.0984832,Getrennter Rad- und Gehweg,694434.8625,5331874.242,694576.3803,5332008.303
4395,Chiemgaustraße,50.49140501,Getrennter Rad- und Gehweg,692835.9882,5331220.998,692882.6043,5331240.397
4396,Chiemgaustraße,11.31173517,Getrennter Rad- und Gehweg,692899.6654,5331248.094,692909.9903,5331252.714
4397,Chiemgaustraße,120.2211875,Getrennter Rad- und Gehweg,692909.9903,5331252.714,693016.1064,5331309.199
4398,Chiemgaustraße,232.1389492,Getrennter Rad- und Gehweg,693039.7968,5331321.679,693257.6038,5331398.883
4399,Chiemgaustraße,11.20805916,Übergang,694586.0621,5332016.348,694594.1675,5332024.089
4400,Chiemgaustraße,14.11772776,Übergang,692603.1477,5331184.732,692617.2003,5331186.087
4401,Seybothstraße,1.963318741,Übergang,690395.3236,5329194.312,690394.0008,5329192.861
4402,Grünwalder Straße,8.676047196,Übergang,690849.5209,5330123.194,690847.9427,5330114.663
4403,Grünwalder Straße,7.189543939,Übergang,690824.1765,5329891.002,690823.6347,5329883.833
4404,Ackermannstraße,51.9270869,Getrennter Rad- und Gehweg,690135.167,5338205.033,690084.1762,5338195.263
4405,Berg-am-Laim-Straße,68.82339919,Getrennter Rad- und Gehweg,694639.2457,5334147.332,694706.6729,5334133.572
4406,Berg-am-Laim-Straße,6.450533402,Übergang,694706.6729,5334133.572,694712.9951,5334132.291
4407,Innsbrucker Ring,109.5556756,Radweg,694697.4458,5333809.826,694768.0193,5333726.117
