FID,STRASSENNA,Shape_Leng,d_RADWEGAR,START_X,START_Y,END_X,END_Y
18381,Sankt-Galler-Straße,3.845156336,Radweg,688331.8569,5337161.428,688328.0179,5337161.21
18382,Arcisstraße,5.284853476,Übergang,691094.9547,5336125.391,691095.8498,5336130.599
18383,Ludwigstraße,6.189599293,Übergang,692019.8182,5336435.618,692024.4089,5336431.467
18384,Ludwigstraße,18.96588968,Getrennter Rad- und Gehweg (Zweirichtungsradweg),692024.4089,5336431.467,692041.9772,5336426.791
18385,Ludwigstraße,4.449101462,Übergang,692041.9772,5336426.791,692046.3431,5336427.647
18386,Schackstraße,8.908132729,Übergang,692046.3431,5336427.647,692055.1548,5336428.954
18387,Schackstraße,2.894275302,Radweg,692055.1548,5336428.954,692057.7874,5336430.157
18388,Adalbertstraße,3.528968767,Radweg (Zweirichtungsradweg),692019.4767,5336327.911,692016.0733,5336328.844
18389,Theresienstraße,0.891396264,Radweg,691875.6934,5335822.083,691874.8263,5335822.29
18390,Theresienstraße,12.97444599,Übergang,691874.8263,5335822.29,691862.3648,5335825.902
18391,Theresienstraße,7.623441558,Übergang,691862.3648,5335825.902,691854.9906,5335827.835
18392,Theresienstraße,1.109070444,Radweg,691854.9906,5335827.835,691853.9456,5335828.207
18393,Theresienstraße,1.205426165,Radweg,691882.3157,5335844.271,691881.1675,5335844.638
18394,Von-der-Tann-Straße,14.55908561,Übergang,691821.3866,5335678.96,691835.59,5335675.762
18395,Theresienstraße,12.97105043,Übergang,691881.1675,5335844.638,691868.7381,5335848.347
18396,Theresienstraße,9.134553973,Übergang,691868.7381,5335848.347,691859.9051,5335850.675
18397,Schellingstraße,1.650832351,Radweg,691944.0295,5336066.877,691942.4327,5336067.296
18398,Schellingstraße,9.765118187,Übergang,691942.4327,5336067.296,691933.1308,5336070.268
18399,Schellingstraße,10.09522618,Übergang,691933.1308,5336070.268,691923.3253,5336072.669
18400,Lenbachplatz,58.78225152,Radweg,691036.1155,5335150.08,691076.3658,5335192.798
18401,Lenbachplatz,25.58975961,Radweg,691076.3658,5335192.798,691092.4014,5335212.741
18402,Maximiliansplatz,33.18727244,Radweg,691092.4014,5335212.741,691113.1467,5335238.645
18403,Maximiliansplatz,4.591879166,Übergang,691113.1467,5335238.645,691116.0275,5335242.221
18404,Maximiliansplatz,3.958016417,Übergang,691116.0275,5335242.221,691118.4775,5335245.329
18405,Maximiliansplatz,135.5196403,Radweg,691118.4775,5335245.329,691237.8758,5335307.796
18406,Maximiliansplatz,3.784548481,Übergang,691237.8758,5335307.796,691241.2186,5335309.571
18407,Maximiliansplatz,4.361123751,Übergang,691241.2186,5335309.571,691245.09,5335311.579
18408,Maximiliansplatz,13.95383305,Übergang,691145.8786,5335165.415,691133.8451,5335158.351
18409,Maximiliansplatz,4.324648759,Übergang,691133.8451,5335158.351,691129.9796,5335156.412
18410,Lenbachplatz,8.529035603,Übergang,691129.9796,5335156.412,691122.4112,5335152.479
18411,Lenbachplatz,7.271734424,Übergang,691122.4112,5335152.479,691116.0189,5335149.013
18412,Lenbachplatz,4.144321196,Radweg,691116.0189,5335149.013,691112.2648,5335147.257
18413,Lenbachplatz,93.17296637,Radweg,691112.2648,5335147.257,691030.1929,5335103.449
18414,Lenbachplatz,12.54793535,Übergang,691030.1929,5335103.449,691018.9973,5335097.782
18415,Lenbachplatz,45.13481759,Radweg,691016.5048,5335096.474,690973.1459,5335084.109
18416,Hohenzollernplatz,1.132587552,Übergang,691010.718,5337411.775,691010.382,5337412.856
18417,Tengstraße,9.136190086,Übergang,691014.4958,5336726.467,691014.6303,5336735.602
18418,Tengstraße,76.56402954,Getrennter Rad- und Gehweg,690996.7736,5336738.891,690997.288,5336815.44
18419,Tengstraße,6.97323102,Übergang,691015.7134,5336813.348,691016.1976,5336820.304
18420,Tengstraße,8.011611526,Übergang,691025.0349,5337006.91,691026.0409,5337014.858
18421,Schellingstraße,1.433790703,Radweg,691923.3253,5336072.669,691921.937,5336073.028
18422,Schellingstraße,1.216391196,Radweg,691949.5266,5336086.268,691948.3471,5336086.565
18423,Schellingstraße,10.50142648,Übergang,691948.3471,5336086.565,691938.2945,5336089.602
18424,Schellingstraße,10.7044477,Übergang,691938.2945,5336089.602,691927.8661,5336092.018
18425,Adalbertstraße,4.030956772,Radweg (Zweirichtungsradweg),691996.3119,5336334.323,691992.3934,5336335.269
18426,Adalbertstraße,8.880850145,Übergang,692016.0733,5336328.844,692007.5272,5336331.26
18427,Adalbertstraße,0.826792792,Übergang,692007.5272,5336331.26,692006.7338,5336331.492
18428,Adalbertstraße,2.484442154,Übergang,692006.7338,5336331.492,692004.3327,5336332.13
18429,Adalbertstraße,8.315143082,Übergang,692004.3327,5336332.13,691996.3119,5336334.323
18430,Oskar-von-Miller-Ring,8.565674593,Übergang,691813.0541,5335680.945,691821.3866,5335678.96
18431,Von-der-Tann-Straße,285.2533264,Radfahr-/Schutzstreifen,691835.793,5335654.711,692110.7316,5335578.889
18432,Von-der-Tann-Straße,17.5865247,Radweg,692110.7316,5335578.889,692128.1423,5335576.408
18433,Von-der-Tann-Straße,107.6916088,Radweg,692036.324,5335621.223,692140.9524,5335595.903
18434,Von-der-Tann-Straße,39.08203038,Radweg,692140.9524,5335595.903,692179.2968,5335588.464
18435,Von-der-Tann-Straße,8.900183026,Radweg,692179.2968,5335588.464,692188.0158,5335586.678
18436,Odeonsplatz,5.025028989,Übergang,691746.5975,5335437.6,691748.0828,5335442.4
18437,Herzogstraße,44.93392436,Radweg,692300.893,5337536.162,692256.9797,5337543.169
18438,Maximiliansplatz,128.8596995,Radweg,691410.2477,5335302.99,691297.156,5335242.61
18439,Maximiliansplatz,9.956485961,Übergang,691297.156,5335242.61,691288.1532,5335238.358
18440,Maximiliansplatz,5.940592404,Radweg,691288.1532,5335238.358,691282.7839,5335235.816
18441,Maximiliansplatz,151.954605,Radweg,691281.0111,5335234.862,691145.8786,5335165.415
18442,Elisenstraße,6.797642016,Übergang,690904.3292,5335123.677,690911.1268,5335123.653
18443,Lenbachplatz,6.797777087,Übergang,690911.1268,5335123.653,690917.9242,5335123.725
18444,Lenbachplatz,12.87163845,Radweg,690917.9242,5335123.725,690930.7957,5335123.785
18445,Lenbachplatz,8.168309762,Übergang,690930.7957,5335123.785,690938.9443,5335123.218
18446,Lenbachplatz,18.16980898,Radweg,690938.9443,5335123.218,690957.1136,5335123.082
18447,Lenbachplatz,3.523432981,Übergang,690957.1136,5335123.082,690960.631,5335122.876
18448,Lenbachplatz,3.729705518,Übergang,690960.631,5335122.876,690964.3597,5335122.962
18449,Lenbachplatz,80.90438349,Radweg,690964.3597,5335122.962,691036.1155,5335150.08
18450,Nibelungenstraße,129.1330609,Radweg,687145.2333,5336464.722,687016.8901,5336478.982
18451,Wredestraße,107.1047842,Radweg,689609.0008,5335520.074,689588.7981,5335414.962
18452,Renatastraße,3.527609121,Übergang,688094.4017,5335959.56,688093.3701,5335962.934
18453,Winzererstraße,5.328315086,Übergang,690464.7396,5337167.279,690466.277,5337172.38
18454,Nibelungenstraße,5.679450299,Übergang,687818.6522,5336390.007,687813.0815,5336391.113
18455, ,9.53623636,Übergang,689997.1694,5333933.018,689988.057,5333935.83
18456,Alter Messeplatz,5.325092128,Radweg,689513.3409,5334372.523,689508.0164,5334372.602
18457,Heimeranstraße,3.160922684,Übergang,689107.372,5334297.994,689104.2209,5334298.243
18458,Heimeranstraße,107.9053689,Radweg,689078.5478,5334299.31,688971.1023,5334308.433
18459,Bavariaring,9.91267399,Übergang,689698.0902,5334733.202,689698.5024,5334723.298
18460,Oda-Schaefer-Weg,111.5268511,Radweg,689364.1908,5334370.626,689279.5354,5334298.684
18461,Arnulfstraße,200.7152758,Radweg,687062.0154,5336309.978,686917.0461,5336448.594
18462,Arnulfstraße,179.8563668,Getrennter Rad- und Gehweg,689896.6187,5335318.751,689723.7597,5335368.37
18463,Marsstraße,55.8319762,Radweg,689216.0818,5335758.938,689166.1729,5335734.646
18464,Sophienstraße,1.999868381,Übergang,690901.0497,5335108.301,690901.3142,5335110.283
18465,Sophienstraße,4.465564762,Übergang,690901.3142,5335110.283,690902.1882,5335114.662
18466,Sophienstraße,9.265943667,Übergang,690902.1882,5335114.662,690904.3292,5335123.677
18467,Karlsplatz,11.71726619,Übergang,690901.0497,5335108.301,690898.3801,5335096.892
18468,Lenbachplatz,6.783861048,Radweg,690973.1459,5335084.109,690966.9363,5335081.377
18469,Karlsplatz,107.0567737,Radweg,690966.9363,5335081.377,690895.3203,5335002.971
18470,Lenbachplatz,2.64471154,Radweg,691078.2486,5335190.941,691076.3658,5335192.798
18471,Lenbachplatz,4.926915105,Übergang,691135.187,5335169.66,691130.6344,5335171.543
18472,Lenbachplatz,2.815135913,Übergang,691018.9973,5335097.782,691016.5048,5335096.474
18473,Lenbachplatz,2.458796057,Übergang,690973.1459,5335084.109,690970.7016,5335084.375
18474,Rosenheimer Straße,12.5231506,Getrennter Rad- und Gehweg,693502.6126,5333426.568,693512.5339,5333418.926
18475,Rosenheimer Straße,93.92622642,Getrennter Rad- und Gehweg,693552.3907,5333406.555,693628.7078,5333351.802
18476,Augustenstraße,3.544837284,Radweg,690529.1049,5335783.102,690530.28,5335786.446
18477,Martin-Luther-Straße,41.2308994,Radfahr-/Schutzstreifen,691765.2259,5332234.611,691766.237,5332193.393
18478,Martin-Luther-Straße,28.00378653,Radfahr-/Schutzstreifen,691764.4274,5332262.604,691765.2259,5332234.611
18479,Ludwigstraße,5.281040675,Übergang,692022.2504,5336454.991,692027.3601,5336453.657
18480,Lothstraße,2.914314481,Radweg,689927.8882,5336618.438,689929.9375,5336620.51
18481,Landshuter Allee,7.504917654,Übergang,688676.8046,5337163.513,688676.9911,5337171.015
18482,Schleißheimer Straße,202.7706022,Radweg,690696.6696,5337768.293,690708.7666,5337970.038
18483,Schleißheimer Straße,9.645671293,Übergang,690561.6939,5337067.373,690563.042,5337076.924
18484,Schleißheimer Straße,2.009147182,Übergang,690651.6008,5337654.516,690652.0234,5337656.48
18485,Hiltenspergerstraße,4.03264668,Getrennter Rad- und Gehweg,690856.7918,5337187.101,690852.8151,5337187.771
18486,Trappentreustraße,87.19565078,Radweg,688505.9322,5334952.294,688508.7544,5334865.379
18487,Lothstraße,5.763105223,Radweg,690261.0189,5336904.936,690265.9485,5336907.188
18488,Görresstraße,5.604638132,Übergang,690261.1396,5336882.336,690257.7223,5336886.778
18489,Infanteriestraße,136.3897122,Radweg,690075.1782,5337131.335,689986.0765,5337234.597
18490,Baldurstraße,5.492298178,Übergang,687784.7631,5338156.465,687779.3709,5338157.508
18491,Arcisstraße,31.06832514,Radweg,691241.0495,5336504.687,691252.5492,5336533.549
18492,Falkenstraße,2.633755683,Übergang,691961.4424,5333209.069,691961.1124,5333206.456
18493,Waisenhausstraße,4.959992712,Radweg,688126.7293,5337145.795,688124.6974,5337150.32
18494,Waisenhausstraße,2.774947849,Radweg,688150.2043,5337143.198,688149.4052,5337145.856
18495,Renatastraße,30.61153393,Radweg,687872.4226,5336857.29,687864.947,5336886.975
18496,Tengstraße,9.625680385,Übergang,691012.5445,5337402.324,691010.718,5337411.775
18497,Odeonsplatz,6.029261836,Übergang,691748.0828,5335442.4,691749.617,5335448.231
18498,Odeonsplatz,55.62374078,Radweg,691749.617,5335448.231,691764.6129,5335501.795
18499,Odeonsplatz,3.814941816,Übergang,691764.6129,5335501.795,691765.8344,5335505.409
18500,Odeonsplatz,6.997436792,Übergang,691765.8344,5335505.409,691767.6425,5335512.169
18501,Odeonsplatz,41.46815374,Radweg,691767.6425,5335512.169,691778.9997,5335552.052
18502,Odeonsplatz,44.09645795,Radweg,691788.6964,5335499.227,691798.0883,5335541.925
18503,Odeonsplatz,66.05946422,Radweg,691788.6964,5335499.227,691773.8922,5335435.509
18504,Odeonsplatz,67.73610148,Radweg,691726.6503,5335373.988,691746.5975,5335437.6
18505,Odeonsplatz,78.29687104,Radweg,691773.8922,5335435.509,691762.4005,5335358.58
18506,Goethestraße,181.167194,Radweg,690345.411,5334928.803,690354.4867,5334749.146
18507,Bayerstraße,8.480963549,Übergang,690348.7544,5334958.401,690340.5682,5334960.618
18508,Bayerstraße,3.72964357,Radweg,690340.5682,5334960.618,690336.8412,5334960.758
18509,Bayerstraße,4.017984693,Radweg,690336.8412,5334960.758,690332.8524,5334960.275
18510,Bayerstraße,41.72602845,Radweg,690332.8524,5334960.275,690291.9651,5334952.242
18511,Bayerstraße,15.46238746,Übergang,690291.9651,5334952.242,690277.5396,5334946.675
18512,Franz-Joseph-Straße,3.711938297,Übergang,691700.033,5337041.457,691696.3334,5337041.154
18513,Lenbachplatz,15.68406994,Übergang,690970.7016,5335084.375,690955.5905,5335088.493
18514,Lenbachplatz,13.05571434,Übergang,690955.5905,5335088.493,690942.7135,5335090.646
18515,Lenbachplatz,23.29234387,Übergang,690942.7135,5335090.646,690919.846,5335095.074
18516,Pacellistraße,11.50334472,Übergang,691145.8786,5335165.415,691135.187,5335169.66
18517,Lenbachplatz,44.97160082,Radweg,691130.6344,5335171.543,691102.9772,5335204.667
18518,Lenbachplatz,6.774377553,Übergang,691102.9772,5335204.667,691097.6461,5335208.847
18519,Ottostraße,111.5541954,Radweg,690998.2981,5335192.786,691060.6107,5335284.878
18520,Ottostraße,42.73680819,Radweg,691060.6107,5335284.878,691085.6468,5335319.335
18521,Karlstraße,4.284527423,Übergang,691072.5423,5335321.116,691076.8141,5335320.786
18522,Ottostraße,4.8941516,Übergang,691076.8141,5335320.786,691081.6633,5335320.124
18523,Ottostraße,4.061041281,Radweg,691081.6633,5335320.124,691085.6468,5335319.335
18524,Ottostraße,3.060332912,Radweg,691085.6468,5335319.335,691087.2655,5335321.932
18525,Karlstraße,4.837500017,Radweg,691067.9743,5335322.708,691072.5423,5335321.116
18526,Karlstraße,69.33637939,Radweg,691025.0499,5335352.576,691088.9081,5335326.24
18527,Ottostraße,35.85097251,Radweg,690964.3597,5335122.962,690975.386,5335156.166
18528,Ottostraße,26.8305628,Radweg (Zweirichtungsradweg),691085.6468,5335319.335,691111.1271,5335311.506
18529,Ottostraße,7.774336182,Radfahr-/Schutzstreifen,691111.1271,5335311.506,691118.5583,5335309.221
18530,Ottostraße,8.440704696,Radfahr-/Schutzstreifen,691118.5583,5335309.221,691126.2388,5335312.417
18531,Marsstraße,5.016390276,Übergang,690187.5307,5335423.391,690182.7319,5335424.853
18532,Elisabethstraße,2.739823389,Radweg,690588.3513,5337251.794,690585.6819,5337252.412
18533,Schellingstraße,6.838588431,Übergang,690481.903,5336646.872,690475.5696,5336649.452
18534,Maßmannstraße,2.28185248,Radweg (Zweirichtungsradweg),690418.2757,5336393.783,690420.55,5336393.598
18535,Orleansplatz,17.03481719,Übergang,693689.6618,5333749.187,693678.0528,5333761.654
18536,Karlsplatz,5.125955624,Übergang,690838.1759,5335020.374,690835.9012,5335015.78
18537,Steinsdorfstraße,4.926963078,Übergang,692635.7752,5334756.852,692633.9018,5334752.295
18538,Adalbertstraße,5.834516001,Übergang,691291.5456,5336615.954,691286.0152,5336617.813
18539,Bayerstraße,27.79885193,Radweg,690277.5396,5334946.675,690250.0415,5334942.932
18540,Bayerstraße,9.027501318,Übergang,690259.5017,5334928.979,690250.6579,5334927.167
18541,Bayerstraße,5.274029217,Übergang,690250.6579,5334927.167,690245.5586,5334925.821
18542,Goethestraße,182.4607744,Radweg,690333.1799,5334930.952,690340.0355,5334749.386
18543,Goethestraße,6.910165872,Übergang,690332.813,5334957.082,690332.9601,5334950.173
18544,Goethestraße,8.066011438,Übergang,690332.9601,5334950.173,690333.1768,5334942.11
18545,Goethestraße,3.346083826,Übergang,690333.1768,5334942.11,690333.1199,5334938.765
18546,Goethestraße,7.812430406,Übergang,690333.1199,5334938.765,690333.1799,5334930.952
18547,Goethestraße,3.193043096,Radweg,690332.8524,5334960.275,690332.813,5334957.082
18548,Fraunhoferstraße,8.548914058,Übergang,691695.9872,5333735.543,691702.8641,5333730.465
18549,Reichenbachbrücke,7.819739546,Übergang,691702.8641,5333730.465,691709.1803,5333725.855
18550,Reichenbachbrücke,2.714972333,Radweg,691709.1803,5333725.855,691711.4964,5333724.438
18551,Fraunhoferstraße,8.289357635,Übergang,691681.4868,5333723.733,691685.1358,5333716.29
18552,Reichenbachbrücke,8.82180763,Übergang,691685.1358,5333716.29,691688.7615,5333708.248
18553,Ottostraße,43.21452674,Radweg,690975.386,5335156.166,690998.2981,5335192.786
18554,Ottostraße,3.188435073,Radweg,691051.6376,5335287.682,691052.7686,5335290.663
18555,Ottostraße,38.70939924,Radweg,691052.7686,5335290.663,691067.9743,5335322.708
18556,Barer Straße,12.49453366,Anschlussabschnitt,691025.0499,5335352.576,691018.8751,5335341.714
18557,Karlstraße,52.64936539,Radweg,691018.8751,5335341.714,691067.9743,5335322.708
18558,Katharina-von-Bora-Straße,4.670689268,Übergang,690815.2663,5335422.967,690817.1743,5335427.231
18559,Katharina-von-Bora-Straße,7.344043487,Übergang,690817.1743,5335427.231,690819.5011,5335434.196
18560,Katharina-von-Bora-Straße,1.443676463,Radweg,690819.5011,5335434.196,690820.0678,5335435.524
18561,Katharina-von-Bora-Straße,2.110324983,Radweg,690831.4527,5335428.169,690832.1655,5335430.155
18562,Karlstraße,6.213554476,Übergang,690832.1655,5335430.155,690826.5673,5335432.851
18563,Karlstraße,7.027614111,Übergang,690826.5673,5335432.851,690820.0678,5335435.524
18564,Katharina-von-Bora-Straße,221.2797783,Radweg,690820.0678,5335435.524,690901.4291,5335641.303
18565,Katharina-von-Bora-Straße,222.3329672,Radweg,690832.1655,5335430.155,690913.7614,5335636.974
18566,Katharina-von-Bora-Straße,3.870403352,Übergang,690901.4291,5335641.303,690902.7824,5335644.929
18567,Katharina-von-Bora-Straße,4.36740326,Übergang,690913.7614,5335636.974,690915.2333,5335641.086
18568,Reichenbachbrücke,2.330706324,Radweg,691688.7615,5333708.248,691689.2861,5333705.977
18569,Fraunhoferstraße,23.86750426,Radfahr-/Schutzstreifen,691678.6523,5333751.802,691695.9872,5333735.543
18570, ,35.59437439,Radfahr-/Schutzstreifen,691002.6745,5334225.28,691037.6389,5334221.324
18571, ,26.35281308,Radfahr-/Schutzstreifen,691037.6389,5334221.324,691063.953,5334222.752
18572, ,10.78643916,Übergang,691063.953,5334222.752,691074.7277,5334222.249
18573, ,6.798845939,Übergang,691074.7277,5334222.249,691081.3789,5334220.84
18574,Blumenstraße,19.94595205,Übergang,691081.3789,5334220.84,691099.2404,5334212.251
18575,Sendlinger-Tor-Platz,13.80304087,Radweg,690956.7404,5334297.72,690963.4411,5334285.653
18576,Sendlinger-Tor-Platz,9.572673469,Übergang,690963.4411,5334285.653,690967.7982,5334277.129
18577,Sendlinger-Tor-Platz,48.50822423,Radweg (Zweirichtungsradweg),690967.7982,5334277.129,690990.3993,5334234.295
18578, ,7.500418392,Radweg (Zweirichtungsradweg),690990.3993,5334234.295,690996.253,5334229.606
18579, ,7.742734547,Radweg (Zweirichtungsradweg),690996.253,5334229.606,691002.6745,5334225.28
18580,Blumenstraße,8.423579036,Radfahr-/Schutzstreifen,691099.2404,5334212.251,691105.8687,5334207.052
18581,Blumenstraße,145.8447799,Radfahr-/Schutzstreifen,691105.8687,5334207.052,691234.2838,5334140.431
18582,Blumenstraße,6.281386793,Übergang,691234.2838,5334140.431,691240.5647,5334140.509
18583,Blumenstraße,5.122607924,Übergang,691240.5647,5334140.509,691245.6602,5334141.036
18584,Arcisstraße,5.683392315,Übergang,691015.4978,5335895.14,691017.4412,5335900.481
18585,Arcisstraße,238.7150256,Radfahr-/Schutzstreifen,691006.3768,5335904.032,691094.9547,5336125.391
18586,Arcisstraße,237.7126676,Radfahr-/Schutzstreifen,691017.4412,5335900.481,691104.0966,5336121.831
18587,Arcisstraße,4.217842014,Übergang,690919.1725,5335651.066,690920.7543,5335654.976
18588,Arcisstraße,2.545211342,Übergang,690907.2836,5335656.374,690908.0297,5335658.808
18589,Arcisstraße,249.9742634,Radweg,690920.7543,5335654.976,691012.6617,5335887.442
18590,Arcisstraße,176.6644509,Radweg,690908.0297,5335658.808,690972.831,5335823.158
18591,Arcisstraße,75.59671707,Radfahr-/Schutzstreifen,690972.831,5335823.158,691001.5761,5335891.545
18592,Arcisstraße,6.930016672,Übergang,691001.5761,5335891.545,691004.1109,5335897.994
18593,Arcisstraße,6.449166364,Übergang,691004.1109,5335897.994,691006.3768,5335904.032
18594,Arcisstraße,8.20419562,Übergang,691012.6617,5335887.442,691015.4978,5335895.14
18595,Katharina-von-Bora-Straße,6.762718108,Übergang,690826.6281,5335416.194,690829.0897,5335422.493
18596,Katharina-von-Bora-Straße,93.81061085,Radweg,690792.1362,5335328.962,690826.6281,5335416.194
18597,Kurfürstenstraße,151.7806252,Radweg,691547.8101,5337043.743,691523.4019,5337193.549
18598,Mauerkircherstraße,9.246948977,Übergang,694127.4163,5337102.049,694132.2369,5337109.94
18599,Franz-Joseph-Straße,39.32891842,Getrennter Rad- und Gehweg,691692.4182,5337060.876,691653.3964,5337055.971
18600,Franz-Joseph-Straße,2.678251462,Radweg,691497.7268,5337037.761,691495.0488,5337037.724
18601,Landshuter Allee,3.027256134,Radweg,688711.3651,5336253.624,688711.0414,5336256.634
18602,Landshuter Allee,4.487103419,Übergang,688674.5193,5336968.661,688674.7663,5336973.141
18603,Landshuter Allee,3.225847143,Übergang,688674.7663,5336973.141,688674.4936,5336976.355
18604,Elisenstraße,6.523457339,Übergang,690456.669,5335301.303,690450.8669,5335304.285
18605,Leonrodstraße,8.554852357,Radweg,689142.5164,5336931.59,689149.0711,5336937.087
18606,Franz-Joseph-Straße,5.577061277,Übergang,691851.1008,5337049.562,691845.526,5337049.403
18607,Landshuter Allee,38.50564041,Radweg,688707.677,5337023.867,688708.2348,5337062.369
18608,Franz-Joseph-Straße,145.9848153,Getrennter Rad- und Gehweg,691845.526,5337049.403,691700.033,5337041.457
18609,Elisabethstraße,3.013946213,Radweg,691414.9159,5337024.365,691411.9043,5337024.484
18610,Elisabethstraße,4.548836874,Übergang,690958.5881,5337184.946,690954.1454,5337185.923
18611,Landshuter Allee,50.38736362,Radweg,688675.0273,5337566.48,688675.6095,5337616.864
18612,Lothstraße,9.644515259,Übergang,690261.1396,5336882.336,690268.5909,5336888.459
18613,Elisabethstraße,72.4578209,Getrennter Rad- und Gehweg,691036.049,5337147.017,690965.4746,5337163.43
18614,Landshuter Allee,3.74733677,Radweg,688709.8298,5336284.14,688708.7956,5336287.742
18615,Schwere-Reiter-Straße,9.726589998,Übergang,689422.9984,5337181.651,689430.3783,5337187.987
18616,Schleißheimer Straße,5.630428277,Übergang,690522.4167,5336822.055,690523.4863,5336827.583
18617,Trappentreustraße,4.485602143,Übergang,688558.9936,5334590.987,688558.4513,5334586.534
18618,Landshuter Allee,55.08913036,Radweg,688707.8333,5336457.895,688708.3613,5336512.981
18619,Ganghoferstraße,6.360973431,Übergang,688920.2723,5333965.437,688920.1099,5333959.078
18620,Ganghoferstraße,9.667733634,Übergang,688920.1099,5333959.078,688918.8778,5333949.489
18621,Heimeranstraße,26.41333379,Radweg,689104.1052,5334282.188,689077.7166,5334281.046
18622,Renatastraße,7.873267843,Übergang,687887.7467,5336794.048,687886.0711,5336801.741
18623,Berg-am-Laim-Straße,13.45918211,Übergang,694339.315,5334218.931,694350.8841,5334212.054
18624,Pilgersheimer Straße,4.145483114,Übergang,691469.4716,5332318.432,691468.0816,5332314.527
18625,Deisenhofener Straße,32.94505493,Radweg,692325.694,5332185.081,692352.2907,5332166.472
18626,Tivolistraße,18.70197335,Übergang,693198.4977,5336181.048,693182.6556,5336190.987
18627, ,7.955373601,Anschlussabschnitt,691852.1041,5333566.895,691848.1888,5333559.97
18628,Ohlmüllerstraße,10.31380357,Übergang,692075.9971,5333355.059,692082.2371,5333346.847
18629,Blumenstraße,25.79373893,Radfahr-/Schutzstreifen,691245.6602,5334141.036,691270.5376,5334147.545
18630,Blumenstraße,15.32656342,Übergang,691270.5376,5334147.545,691284.0812,5334154.577
18631,Blumenstraße,12.46487521,Übergang,691284.0812,5334154.577,691293.6413,5334162.576
18632,Blumenstraße,133.1514415,Radfahr-/Schutzstreifen,691293.6413,5334162.576,691390.9344,5334253.386
18633,Blumenstraße,6.433415034,Übergang,691390.9344,5334253.386,691395.675,5334257.735
18634,Blumenstraße,8.072627338,Übergang,691395.675,5334257.735,691401.5483,5334263.273
18635,Blumenstraße,88.6675024,Radfahr-/Schutzstreifen,691401.5483,5334263.273,691466.4702,5334323.664
18636,Blumenstraße,15.50286008,Übergang,691466.4702,5334323.664,691477.4078,5334334.651
18637,Blumenstraße,8.334086492,Übergang,691477.4078,5334334.651,691483.1458,5334340.695
18638,Sendlinger-Tor-Platz,41.67817893,Radfahr-/Schutzstreifen,691028.2596,5334339.73,691067.3216,5334354.026
18639,Sendlinger-Tor-Platz,51.05770672,Radfahr-/Schutzstreifen,691017.5141,5334350.67,691066.3444,5334364.668
18640,Sendlinger-Tor-Platz,2.958817933,Übergang,691066.3444,5334364.668,691069.2828,5334365.015
18641,Oberanger,90.15667424,Radfahr-/Schutzstreifen,691438.8076,5334584.614,691362.5188,5334538.91
18642,Oberanger,97.3670521,Radfahr-/Schutzstreifen,691443.6407,5334578.057,691361.0458,5334529.384
18643,Oberanger,5.102734973,Übergang,691362.5188,5334538.91,691357.5133,5334537.918
18644,Oberanger,5.000974539,Übergang,691357.5133,5334537.918,691352.6486,5334536.759
18645,Oberanger,25.32677122,Radfahr-/Schutzstreifen,691352.6486,5334536.759,691329.7787,5334526.064
18646,Oberanger,5.941288588,Übergang,691329.7787,5334526.064,691324.8884,5334522.69
18647,Katharina-von-Bora-Straße,6.148138727,Übergang,690829.0897,5335422.493,690831.4527,5335428.169
18648,Brienner Straße,5.727892965,Übergang,690919.1725,5335651.066,690913.9491,5335653.417
18649,Königsplatz,7.29216679,Übergang,690913.9491,5335653.417,690907.2836,5335656.374
18650,Brienner Straße,5.718725811,Übergang,690915.2333,5335641.086,690909.774,5335642.789
18651,Königsplatz,7.311893238,Übergang,690909.774,5335642.789,690902.7824,5335644.929
18652,Brienner Straße,153.8531866,Radfahr-/Schutzstreifen,691057.2522,5335583.76,690915.2333,5335641.086
18653,Brienner Straße,150.8891285,Radfahr-/Schutzstreifen,691060.1773,5335597.755,690919.1725,5335651.066
18654,Katharina-von-Bora-Straße,6.31373485,Übergang,690902.7824,5335644.929,690904.972,5335650.851
18655,Katharina-von-Bora-Straße,5.50238956,Übergang,690915.2333,5335641.086,690917.3025,5335646.185
18656,Arcisstraße,5.227608907,Übergang,690917.3025,5335646.185,690919.1725,5335651.066
18657,Arcisstraße,5.987238392,Übergang,690904.972,5335650.851,690907.2836,5335656.374
18658,Türkenstraße,133.5105825,Radweg,691302.131,5335504.723,691351.2972,5335628.851
18659,Türkenstraße,3.21505462,Übergang,691351.2972,5335628.851,691352.5317,5335631.819
18660,Türkenstraße,2.248895417,Übergang,691301.3716,5335502.606,691302.131,5335504.723
18661,Türkenstraße,5.081311236,Übergang,691352.5317,5335631.819,691354.4315,5335636.532
18662,Türkenstraße,106.3362225,Radweg,691354.4315,5335636.532,691393.8096,5335735.309
18663, ,1.73715386,Radweg,691725.5326,5335364.67,691726.7078,5335363.391
18664,Oberanger,7.707951808,Übergang,691324.8884,5334522.69,691318.4337,5334518.477
18665,Oberanger,59.12381872,Radfahr-/Schutzstreifen,691318.4337,5334518.477,691274.8696,5334478.594
18666,Oberanger,63.61636768,Radfahr-/Schutzstreifen,691329.6644,5334515.665,691282.4655,5334473.192
18667,Oberanger,85.46747714,Radfahr-/Schutzstreifen,691282.4655,5334473.192,691229.8741,5334405.857
