datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2026.06.13,00:00,23:59,Olympia,1579,1532,3111,15.6,26.3,0.0,50,10.9
2026.06.14,00:00,23:59,Olympia,2125,1864,3989,14.3,22.1,0.0,75,8.1
2026.06.15,00:00,23:59,Olympia,2307,2356,4663,11.7,23.3,0.0,39,14.1
2026.06.16,00:00,23:59,Olympia,2096,2161,4257,10.0,22.7,0.0,93,3.0
2026.06.17,00:00,23:59,Olympia,2348,2463,4811,15.9,27.9,0.0,75,9.8
2026.06.18,00:00,23:59,Olympia,2425,2388,4813,17.3,31.3,0.0,53,14.4
2026.06.19,00:00,23:59,Olympia,2426,2433,4859,16.8,33.9,0.0,28,13.2
2026.06.20,00:00,23:59,Olympia,1896,1840,3736,20.4,33.6,0.0,40,13.9
2026.06.21,00:00,23:59,Olympia,1935,1863,3798,19.8,33.2,0.0,56,8.7
2026.06.22,00:00,23:59,Olympia,2452,2434,4886,17.8,33.9,0.0,63,12.4
2026.06.23,00:00,23:59,Olympia,2479,2504,4983,19.4,33.5,0.0,41,12.8
2026.06.24,00:00,23:59,Olympia,2523,2518,5041,20.0,34.7,0.0,24,13.9
2026.06.25,00:00,23:59,Olympia,2382,2400,4782,20.4,34.7,0.0,0,15.3
2026.06.26,00:00,23:59,Olympia,2190,2090,4280,20.1,35.4,0.0,5,15.3
2026.06.27,00:00,23:59,Olympia,1880,1627,3507,19.1,37.6,0.0,23,15.3
2026.06.28,00:00,23:59,Olympia,1667,1565,3232,23.3,36.0,0.0,40,11.3
2026.06.29,00:00,23:59,Olympia,1667,1618,3285,18.1,31.2,33.9,75,9.2
2026.06.30,00:00,23:59,Olympia,2154,2130,4284,18.5,29.0,0.0,85,7.8
2026.06.01,00:00,23:59,Hirsch,987,983,1970,14.1,24.2,0.0,79,6.2
2026.06.02,00:00,23:59,Hirsch,1072,1104,2176,13.4,26.5,2.0,93,7.6
2026.06.03,00:00,23:59,Hirsch,681,711,1392,11.9,18.6,3.3,81,3.2
2026.06.04,00:00,23:59,Hirsch,569,545,1114,11.7,25.3,10.3,79,9.6
2026.06.05,00:00,23:59,Hirsch,527,581,1108,10.4,20.1,0.1,80,4.0
2026.06.06,00:00,23:59,Hirsch,660,631,1291,9.4,24.0,0.0,69,12.0
2026.06.07,00:00,23:59,Hirsch,733,666,1399,14.6,24.3,0.0,76,8.7
2026.06.08,00:00,23:59,Hirsch,1613,1590,3203,12.6,28.6,0.8,85,12.2
2026.06.09,00:00,23:59,Hirsch,670,685,1355,13.4,18.7,18.8,99,0.0
2026.06.10,00:00,23:59,Hirsch,461,469,930,9.6,13.6,9.3,96,0.0
2026.06.11,00:00,23:59,Hirsch,1055,1090,2145,8.5,17.6,4.9,85,5.2
2026.06.12,00:00,23:59,Hirsch,539,554,1093,10.2,16.9,6.4,98,0.0
2026.06.13,00:00,23:59,Hirsch,676,749,1425,15.6,26.3,0.0,50,10.9
2026.06.14,00:00,23:59,Hirsch,1026,772,1798,14.3,22.1,0.0,75,8.1
2026.06.15,00:00,23:59,Hirsch,1618,1646,3264,11.7,23.3,0.0,39,14.1
2026.06.16,00:00,23:59,Hirsch,1523,1584,3107,10.0,22.7,0.0,93,3.0
2026.06.17,00:00,23:59,Hirsch,1585,1652,3237,15.9,27.9,0.0,75,9.8
2026.06.18,00:00,23:59,Hirsch,1658,1658,3316,17.3,31.3,0.0,53,14.4
2026.06.19,00:00,23:59,Hirsch,1216,1250,2466,16.8,33.9,0.0,28,13.2
2026.06.20,00:00,23:59,Hirsch,712,705,1417,20.4,33.6,0.0,40,13.9
2026.06.21,00:00,23:59,Hirsch,708,567,1275,19.8,33.2,0.0,56,8.7
2026.06.22,00:00,23:59,Hirsch,1551,1523,3074,17.8,33.9,0.0,63,12.4
2026.06.23,00:00,23:59,Hirsch,1677,1689,3366,19.4,33.5,0.0,41,12.8
2026.06.24,00:00,23:59,Hirsch,1656,1624,3280,20.0,34.7,0.0,24,13.9
2026.06.25,00:00,23:59,Hirsch,1481,1577,3058,20.4,34.7,0.0,0,15.3
2026.06.26,00:00,23:59,Hirsch,1092,1131,2223,20.1,35.4,0.0,5,15.3
2026.06.27,00:00,23:59,Hirsch,543,520,1063,19.1,37.6,0.0,23,15.3
2026.06.28,00:00,23:59,Hirsch,527,496,1023,23.3,36.0,0.0,40,11.3
2026.06.29,00:00,23:59,Hirsch,1202,1284,2486,18.1,31.2,33.9,75,9.2
2026.06.30,00:00,23:59,Hirsch,1539,1523,3062,18.5,29.0,0.0,85,7.8
2026.06.01,00:00,23:59,Erhardt,2727,2160,4887,14.1,24.2,0.0,79,6.2
2026.06.02,00:00,23:59,Erhardt,2939,2285,5224,13.4,26.5,2.0,93,7.6
2026.06.03,00:00,23:59,Erhardt,2051,1624,3675,11.9,18.6,3.3,81,3.2
2026.06.04,00:00,23:59,Erhardt,2506,2526,5032,11.7,25.3,10.3,79,9.6
2026.06.05,00:00,23:59,Erhardt,1752,1674,3426,10.4,20.1,0.1,80,4.0
2026.06.06,00:00,23:59,Erhardt,2689,2722,5411,9.4,24.0,0.0,69,12.0
2026.06.07,00:00,23:59,Erhardt,2803,2708,5511,14.6,24.3,0.0,76,8.7
2026.06.08,00:00,23:59,Erhardt,4184,3416,7600,12.6,28.6,0.8,85,12.2
2026.06.09,00:00,23:59,Erhardt,1716,1430,3146,13.4,18.7,18.8,99,0.0
2026.06.10,00:00,23:59,Erhardt,1156,1087,2243,9.6,13.6,9.3,96,0.0
2026.06.11,00:00,23:59,Erhardt,2534,2118,4652,8.5,17.6,4.9,85,5.2
2026.06.12,00:00,23:59,Erhardt,1437,1296,2733,10.2,16.9,6.4,98,0.0
2026.06.13,00:00,23:59,Erhardt,3245,3027,6272,15.6,26.3,0.0,50,10.9
2026.06.14,00:00,23:59,Erhardt,3424,3503,6927,14.3,22.1,0.0,75,8.1
2026.06.15,00:00,23:59,Erhardt,4169,3224,7393,11.7,23.3,0.0,39,14.1
2026.06.16,00:00,23:59,Erhardt,3914,3072,6986,10.0,22.7,0.0,93,3.0
2026.06.17,00:00,23:59,Erhardt,4747,3662,8409,15.9,27.9,0.0,75,9.8
2026.06.18,00:00,23:59,Erhardt,5427,4300,9727,17.3,31.3,0.0,53,14.4
2026.06.19,00:00,23:59,Erhardt,4813,3943,8756,16.8,33.9,0.0,28,13.2
2026.06.20,00:00,23:59,Erhardt,4111,4130,8241,20.4,33.6,0.0,40,13.9
2026.06.21,00:00,23:59,Erhardt,3400,3281,6681,19.8,33.2,0.0,56,8.7
2026.06.22,00:00,23:59,Erhardt,4618,3516,8134,17.8,33.9,0.0,63,12.4
2026.06.23,00:00,23:59,Erhardt,5297,3961,9258,19.4,33.5,0.0,41,12.8
2026.06.24,00:00,23:59,Erhardt,5390,4393,9783,20.0,34.7,0.0,24,13.9
2026.06.25,00:00,23:59,Erhardt,5114,4541,9655,20.4,34.7,0.0,0,15.3
2026.06.26,00:00,23:59,Erhardt,4927,4390,9317,20.1,35.4,0.0,5,15.3
2026.06.27,00:00,23:59,Erhardt,3069,3155,6224,19.1,37.6,0.0,23,15.3
2026.06.28,00:00,23:59,Erhardt,3481,3753,7234,23.3,36.0,0.0,40,11.3
2026.06.29,00:00,23:59,Erhardt,3356,2636,5992,18.1,31.2,33.9,75,9.2
2026.06.30,00:00,23:59,Erhardt,4287,3345,7632,18.5,29.0,0.0,85,7.8
