datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2025.09.01,00:00,23.59,Arnulf,1332,98,1430,11.7,23.0,8.3,76,6.4
2025.09.02,00:00,23.59,Arnulf,1099,65,1164,12.9,19.1,0.5,76,2.4
2025.09.03,00:00,23.59,Arnulf,1757,97,1854,11.8,25.1,0.0,49,9.7
2025.09.04,00:00,23.59,Arnulf,1625,106,1731,14.8,26.9,22.4,60,11.5
2025.09.05,00:00,23.59,Arnulf,751,60,811,10.8,16.0,7.7,78,1.6
2025.09.06,00:00,23.59,Arnulf,1313,56,1369,8.0,21.3,0.0,23,12.6
2025.09.07,00:00,23.59,Arnulf,1158,56,1214,9.3,22.9,0.0,94,11.3
2025.09.08,00:00,23.59,Arnulf,1546,92,1638,10.3,23.2,0.0,85,5.6
2025.09.09,00:00,23.59,Arnulf,1415,82,1497,12.1,17.8,1.7,86,2.3
2025.09.10,00:00,23.59,Arnulf,1092,75,1167,11.8,14.2,6.4,86,1.9
2025.09.11,00:00,23.59,Arnulf,1548,92,1640,11.3,21.1,0.7,88,3.2
2025.09.12,00:00,23.59,Arnulf,1283,70,1353,13.4,17.3,0.0,98,1.2
2025.09.13,00:00,23.59,Arnulf,1333,40,1373,11.7,21.5,6.2,93,7.2
2025.09.14,00:00,23.59,Arnulf,702,39,741,11.7,17.1,4.3,94,2.1
2025.09.15,00:00,23.59,Arnulf,1722,93,1815,14.9,25.7,3.5,65,10.9
2025.09.16,00:00,23.59,Arnulf,1558,87,1645,11.6,18.8,0.0,88,6.3
2025.09.17,00:00,23.59,Arnulf,1770,98,1868,10.2,18.7,0.0,69,6.4
2025.09.18,00:00,23.59,Arnulf,2041,115,2156,12.1,25.6,0.0,18,12.1
2025.09.19,00:00,23.59,Arnulf,2028,105,2133,10.5,28.7,0.0,0,12.1
2025.09.20,00:00,23.59,Arnulf,1789,93,1882,12.9,30.7,0.0,24,11.5
2025.09.21,00:00,23.59,Arnulf,1703,91,1794,15.0,28.1,0.5,45,10.5
2025.09.22,00:00,23.59,Arnulf,1370,97,1467,9.3,15.6,0.9,99,0.0
2025.09.23,00:00,23.59,Arnulf,1437,105,1542,9.2,13.1,3.4,100,0.0
2025.09.24,00:00,23.59,Arnulf,965,72,1037,8.6,10.7,7.5,96,0.0
2025.09.25,00:00,23.59,Arnulf,1453,106,1559,9.2,15.0,0.3,89,2.7
2025.09.26,00:00,23.59,Arnulf,1414,113,1527,10.7,15.5,0.0,98,0.6
2025.09.27,00:00,23.59,Arnulf,1135,83,1218,10.3,16.8,0.0,89,3.3
2025.09.28,00:00,23.59,Arnulf,971,78,1049,9.3,16.2,0.0,80,2.7
2025.09.29,00:00,23.59,Arnulf,1562,103,1665,8.5,15.5,0.8,98,0.9
2025.09.30,00:00,23.59,Arnulf,1155,102,1257,7.5,13.1,5.2,100,0.2
2025.09.01,00:00,23.59,Olympia,905,560,1465,11.7,23.0,8.3,76,6.4
2025.09.02,00:00,23.59,Olympia,703,419,1122,12.9,19.1,0.5,76,2.4
2025.09.03,00:00,23.59,Olympia,1289,1199,2488,11.8,25.1,0.0,49,9.7
2025.09.04,00:00,23.59,Olympia,1384,1366,2750,14.8,26.9,22.4,60,11.5
2025.09.05,00:00,23.59,Olympia,514,470,984,10.8,16.0,7.7,78,1.6
2025.09.06,00:00,23.59,Olympia,1206,1114,2320,8.0,21.3,0.0,23,12.6
2025.09.07,00:00,23.59,Olympia,1480,1322,2802,9.3,22.9,0.0,94,11.3
2025.09.08,00:00,23.59,Olympia,1335,1354,2689,10.3,23.2,0.0,85,5.6
2025.09.09,00:00,23.59,Olympia,1031,990,2021,12.1,17.8,1.7,86,2.3
2025.09.10,00:00,23.59,Olympia,777,757,1534,11.8,14.2,6.4,86,1.9
2025.09.11,00:00,23.59,Olympia,1299,1252,2551,11.3,21.1,0.7,88,3.2
2025.09.12,00:00,23.59,Olympia,1109,1091,2200,13.4,17.3,0.0,98,1.2
2025.09.13,00:00,23.59,Olympia,1170,1088,2258,11.7,21.5,6.2,93,7.2
2025.09.14,00:00,23.59,Olympia,729,631,1360,11.7,17.1,4.3,94,2.1
2025.09.15,00:00,23.59,Olympia,1495,1541,3036,14.9,25.7,3.5,65,10.9
2025.09.16,00:00,23.59,Olympia,1369,1362,2731,11.6,18.8,0.0,88,6.3
2025.09.17,00:00,23.59,Olympia,1385,1390,2775,10.2,18.7,0.0,69,6.4
2025.09.18,00:00,23.59,Olympia,1639,1698,3337,12.1,25.6,0.0,18,12.1
2025.09.19,00:00,23.59,Olympia,1736,1785,3521,10.5,28.7,0.0,0,12.1
2025.09.20,00:00,23.59,Olympia,1297,1282,2579,12.9,30.7,0.0,24,11.5
2025.09.21,00:00,23.59,Olympia,1343,1319,2662,15.0,28.1,0.5,45,10.5
2025.09.22,00:00,23.59,Olympia,798,845,1643,9.3,15.6,0.9,99,0.0
2025.09.23,00:00,23.59,Olympia,988,1011,1999,9.2,13.1,3.4,100,0.0
2025.09.24,00:00,23.59,Olympia,613,590,1203,8.6,10.7,7.5,96,0.0
2025.09.25,00:00,23.59,Olympia,929,937,1866,9.2,15.0,0.3,89,2.7
2025.09.26,00:00,23.59,Olympia,943,982,1925,10.7,15.5,0.0,98,0.6
2025.09.27,00:00,23.59,Olympia,826,790,1616,10.3,16.8,0.0,89,3.3
2025.09.28,00:00,23.59,Olympia,1352,1180,2532,9.3,16.2,0.0,80,2.7
2025.09.29,00:00,23.59,Olympia,1050,1083,2133,8.5,15.5,0.8,98,0.9
2025.09.30,00:00,23.59,Olympia,770,734,1504,7.5,13.1,5.2,100,0.2
2025.09.01,00:00,23.59,Hirsch,932,981,1913,11.7,23.0,8.3,76,6.4
2025.09.02,00:00,23.59,Hirsch,785,792,1577,12.9,19.1,0.5,76,2.4
2025.09.03,00:00,23.59,Hirsch,1250,1266,2516,11.8,25.1,0.0,49,9.7
2025.09.04,00:00,23.59,Hirsch,1097,1151,2248,14.8,26.9,22.4,60,11.5
2025.09.05,00:00,23.59,Hirsch,409,409,818,10.8,16.0,7.7,78,1.6
2025.09.06,00:00,23.59,Hirsch,585,578,1163,8.0,21.3,0.0,23,12.6
2025.09.07,00:00,23.59,Hirsch,701,668,1369,9.3,22.9,0.0,94,11.3
2025.09.08,00:00,23.59,Hirsch,1203,1186,2389,10.3,23.2,0.0,85,5.6
2025.09.09,00:00,23.59,Hirsch,961,983,1944,12.1,17.8,1.7,86,2.3
2025.09.10,00:00,23.59,Hirsch,701,710,1411,11.8,14.2,6.4,86,1.9
2025.09.11,00:00,23.59,Hirsch,985,1004,1989,11.3,21.1,0.7,88,3.2
2025.09.12,00:00,23.59,Hirsch,784,822,1606,13.4,17.3,0.0,98,1.2
2025.09.13,00:00,23.59,Hirsch,698,698,1396,11.7,21.5,6.2,93,7.2
2025.09.14,00:00,23.59,Hirsch,345,325,670,11.7,17.1,4.3,94,2.1
2025.09.15,00:00,23.59,Hirsch,1298,1318,2616,14.9,25.7,3.5,65,10.9
2025.09.16,00:00,23.59,Hirsch,1168,1232,2400,11.6,18.8,0.0,88,6.3
2025.09.17,00:00,23.59,Hirsch,1337,1422,2759,10.2,18.7,0.0,69,6.4
2025.09.18,00:00,23.59,Hirsch,1462,1459,2921,12.1,25.6,0.0,18,12.1
2025.09.19,00:00,23.59,Hirsch,1167,1223,2390,10.5,28.7,0.0,0,12.1
2025.09.20,00:00,23.59,Hirsch,822,853,1675,12.9,30.7,0.0,24,11.5
2025.09.21,00:00,23.59,Hirsch,918,950,1868,15.0,28.1,0.5,45,10.5
2025.09.22,00:00,23.59,Hirsch,814,883,1697,9.3,15.6,0.9,99,0.0
2025.09.23,00:00,23.59,Hirsch,956,997,1953,9.2,13.1,3.4,100,0.0
2025.09.24,00:00,23.59,Hirsch,590,614,1204,8.6,10.7,7.5,96,0.0
2025.09.25,00:00,23.59,Hirsch,904,930,1834,9.2,15.0,0.3,89,2.7
2025.09.26,00:00,23.59,Hirsch,806,834,1640,10.7,15.5,0.0,98,0.6
2025.09.27,00:00,23.59,Hirsch,525,527,1052,10.3,16.8,0.0,89,3.3
2025.09.28,00:00,23.59,Hirsch,511,490,1001,9.3,16.2,0.0,80,2.7
2025.09.29,00:00,23.59,Hirsch,1081,1119,2200,8.5,15.5,0.8,98,0.9
2025.09.30,00:00,23.59,Hirsch,739,812,1551,7.5,13.1,5.2,100,0.2
2025.09.01,00:00,23.59,Erhardt,2488,1710,4198,11.7,23.0,8.3,76,6.4
2025.09.02,00:00,23.59,Erhardt,1794,1198,2992,12.9,19.1,0.5,76,2.4
2025.09.03,00:00,23.59,Erhardt,3255,2452,5707,11.8,25.1,0.0,49,9.7
2025.09.04,00:00,23.59,Erhardt,3237,2225,5462,14.8,26.9,22.4,60,11.5
2025.09.05,00:00,23.59,Erhardt,867,769,1636,10.8,16.0,7.7,78,1.6
2025.09.06,00:00,23.59,Erhardt,1888,2684,4572,8.0,21.3,0.0,23,12.6
2025.09.07,00:00,23.59,Erhardt,1424,1913,3337,9.3,22.9,0.0,94,11.3
2025.09.08,00:00,23.59,Erhardt,2762,2093,4855,10.3,23.2,0.0,85,5.6
2025.09.09,00:00,23.59,Erhardt,2269,1577,3846,12.1,17.8,1.7,86,2.3
2025.09.10,00:00,23.59,Erhardt,1593,1312,2905,11.8,14.2,6.4,86,1.9
2025.09.11,00:00,23.59,Erhardt,2472,1855,4327,11.3,21.1,0.7,88,3.2
2025.09.12,00:00,23.59,Erhardt,2134,1721,3855,13.4,17.3,0.0,98,1.2
2025.09.13,00:00,23.59,Erhardt,2330,2261,4591,11.7,21.5,6.2,93,7.2
2025.09.14,00:00,23.59,Erhardt,1071,1096,2167,11.7,17.1,4.3,94,2.1
2025.09.15,00:00,23.59,Erhardt,3169,2512,5681,14.9,25.7,3.5,65,10.9
2025.09.16,00:00,23.59,Erhardt,2869,2088,4957,11.6,18.8,0.0,88,6.3
2025.09.17,00:00,23.59,Erhardt,3124,2204,5328,10.2,18.7,0.0,69,6.4
2025.09.18,00:00,23.59,Erhardt,3877,2767,6644,12.1,25.6,0.0,18,12.1
2025.09.19,00:00,23.59,Erhardt,3764,2978,6742,10.5,28.7,0.0,0,12.1
2025.09.20,00:00,23.59,Erhardt,3188,2797,5985,12.9,30.7,0.0,24,11.5
2025.09.21,00:00,23.59,Erhardt,2970,2986,5956,15.0,28.1,0.5,45,10.5
2025.09.22,00:00,23.59,Erhardt,1957,1420,3377,9.3,15.6,0.9,99,0.0
2025.09.23,00:00,23.59,Erhardt,2353,1605,3958,9.2,13.1,3.4,100,0.0
2025.09.24,00:00,23.59,Erhardt,1404,1092,2496,8.6,10.7,7.5,96,0.0
2025.09.25,00:00,23.59,Erhardt,2096,1591,3687,9.2,15.0,0.3,89,2.7
2025.09.26,00:00,23.59,Erhardt,1924,1679,3603,10.7,15.5,0.0,98,0.6
2025.09.27,00:00,23.59,Erhardt,1560,1534,3094,10.3,16.8,0.0,89,3.3
