datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2025.05.01,00:00,23.59,Arnulf,1687,77,1764,8.1,25.8,0.0,6,14.1
2025.05.02,00:00,23.59,Arnulf,1840,84,1924,9.9,28.5,0.0,21,13.8
2025.05.03,00:00,23.59,Arnulf,1041,72,1113,14.8,23.5,0.8,80,5.1
2025.05.04,00:00,23.59,Arnulf,516,50,566,9.2,15.2,11.0,96,0.2
2025.05.05,00:00,23.59,Arnulf,489,37,526,6.0,9.8,14.4,94,0.0
2025.05.06,00:00,23.59,Arnulf,1013,83,1096,5.4,10.8,0.0,96,0.0
2025.05.07,00:00,23.59,Arnulf,1449,79,1528,5.8,14.7,0.2,99,4.3
2025.05.08,00:00,23.59,Arnulf,1285,91,1376,7.6,13.1,0.0,100,0.7
2025.05.09,00:00,23.59,Arnulf,1392,92,1484,5.3,15.1,0.0,54,10.2
2025.05.10,00:00,23.59,Arnulf,1657,67,1724,2.7,18.3,0.0,14,14.6
2025.05.11,00:00,23.59,Arnulf,1490,114,1604,3.7,20.9,0.0,4,14.7
2025.05.12,00:00,23.59,Arnulf,1894,91,1985,6.9,20.0,0.0,14,14.7
2025.05.13,00:00,23.59,Arnulf,1919,100,2019,5.2,19.1,0.0,13,14.7
2025.05.14,00:00,23.59,Arnulf,2094,110,2204,5.6,22.2,0.0,33,14.6
2025.05.15,00:00,23.59,Arnulf,1859,98,1957,6.6,17.4,0.0,58,8.0
2025.05.16,00:00,23.59,Arnulf,1365,104,1469,4.0,15.7,0.1,66,6.0
2025.05.17,00:00,23.59,Arnulf,1062,61,1123,8.8,18.1,0.8,85,5.3
2025.05.18,00:00,23.59,Arnulf,945,61,1006,8.0,19.3,0.1,63,6.0
2025.05.19,00:00,23.59,Arnulf,1937,99,2036,7.5,21.9,0.0,34,14.5
2025.05.20,00:00,23.59,Arnulf,2124,102,2226,7.3,22.8,0.0,91,11.7
2025.05.21,00:00,23.59,Arnulf,1640,90,1730,13.3,21.4,0.3,98,3.1
2025.05.22,00:00,23.59,Arnulf,1065,71,1136,7.2,14.4,1.4,93,0.1
2025.05.23,00:00,23.59,Arnulf,1194,92,1286,7.6,15.1,1.4,88,6.3
2025.05.24,00:00,23.59,Arnulf,1126,57,1183,4.4,17.3,0.4,73,10.4
2025.05.25,00:00,23.59,Arnulf,374,29,403,10.0,16.0,6.4,90,0.4
2025.05.26,00:00,23.59,Arnulf,1124,60,1184,11.1,18.5,2.6,94,3.0
2025.05.27,00:00,23.59,Arnulf,1537,77,1614,10.2,17.7,0.3,98,2.8
2025.05.28,00:00,23.59,Arnulf,1014,67,1081,10.6,17.2,4.5,95,1.2
2025.05.29,00:00,23.59,Arnulf,829,38,867,10.5,17.8,0.0,98,1.7
2025.05.30,00:00,23.59,Arnulf,1771,88,1859,14.3,25.7,0.0,40,12.9
2025.05.31,00:00,23.59,Arnulf,1764,66,1830,13.8,30.9,0.0,24,14.1
2025.05.01,00:00,23.59,Olympia,1784,1773,3557,8.1,25.8,0.0,6,14.1
2025.05.02,00:00,23.59,Olympia,1727,1870,3597,9.9,28.5,0.0,21,13.8
2025.05.03,00:00,23.59,Olympia,1659,1774,3433,14.8,23.5,0.8,80,5.1
2025.05.04,00:00,23.59,Olympia,924,961,1885,9.2,15.2,11.0,96,0.2
2025.05.05,00:00,23.59,Olympia,593,608,1201,6.0,9.8,14.4,94,0.0
2025.05.06,00:00,23.59,Olympia,1087,1143,2230,5.4,10.8,0.0,96,0.0
2025.05.07,00:00,23.59,Olympia,1438,1474,2912,5.8,14.7,0.2,99,4.3
2025.05.08,00:00,23.59,Olympia,1246,1248,2494,7.6,13.1,0.0,100,0.7
2025.05.09,00:00,23.59,Olympia,1306,1377,2683,5.3,15.1,0.0,54,10.2
2025.05.10,00:00,23.59,Olympia,1429,1468,2897,2.7,18.3,0.0,14,14.6
2025.05.11,00:00,23.59,Olympia,1645,1652,3297,3.7,20.9,0.0,4,14.7
2025.05.12,00:00,23.59,Olympia,2070,2060,4130,6.9,20.0,0.0,14,14.7
2025.05.13,00:00,23.59,Olympia,2180,2340,4520,5.2,19.1,0.0,13,14.7
2025.05.14,00:00,23.59,Olympia,2278,2482,4760,5.6,22.2,0.0,33,14.6
2025.05.15,00:00,23.59,Olympia,1818,1888,3706,6.6,17.4,0.0,58,8.0
2025.05.16,00:00,23.59,Olympia,1450,1527,2977,4.0,15.7,0.1,66,6.0
2025.05.17,00:00,23.59,Olympia,1203,1193,2396,8.8,18.1,0.8,85,5.3
2025.05.18,00:00,23.59,Olympia,1252,1175,2427,8.0,19.3,0.1,63,6.0
2025.05.19,00:00,23.59,Olympia,2175,2197,4372,7.5,21.9,0.0,34,14.5
2025.05.20,00:00,23.59,Olympia,2255,2261,4516,7.3,22.8,0.0,91,11.7
2025.05.21,00:00,23.59,Olympia,1736,1770,3506,13.3,21.4,0.3,98,3.1
2025.05.22,00:00,23.59,Olympia,1144,1119,2263,7.2,14.4,1.4,93,0.1
2025.05.23,00:00,23.59,Olympia,1271,1284,2555,7.6,15.1,1.4,88,6.3
2025.05.24,00:00,23.59,Olympia,1321,1284,2605,4.4,17.3,0.4,73,10.4
2025.05.25,00:00,23.59,Olympia,430,399,829,10.0,16.0,6.4,90,0.4
2025.05.26,00:00,23.59,Olympia,1242,1219,2461,11.1,18.5,2.6,94,3.0
2025.05.27,00:00,23.59,Olympia,1655,1351,3006,10.2,17.7,0.3,98,2.8
2025.05.28,00:00,23.59,Olympia,934,755,1689,10.6,17.2,4.5,95,1.2
2025.05.29,00:00,23.59,Olympia,1269,941,2210,10.5,17.8,0.0,98,1.7
2025.05.30,00:00,23.59,Olympia,2015,1551,3566,14.3,25.7,0.0,40,12.9
2025.05.31,00:00,23.59,Olympia,2113,1589,3702,13.8,30.9,0.0,24,14.1
2025.05.01,00:00,23.59,Hirsch,944,921,1865,8.1,25.8,0.0,6,14.1
2025.05.02,00:00,23.59,Hirsch,1102,1142,2244,9.9,28.5,0.0,21,13.8
2025.05.03,00:00,23.59,Hirsch,542,521,1063,14.8,23.5,0.8,80,5.1
2025.05.04,00:00,23.59,Hirsch,191,171,362,9.2,15.2,11.0,96,0.2
2025.05.05,00:00,23.59,Hirsch,343,357,700,6.0,9.8,14.4,94,0.0
2025.05.06,00:00,23.59,Hirsch,762,811,1573,5.4,10.8,0.0,96,0.0
2025.05.07,00:00,23.59,Hirsch,1093,1121,2214,5.8,14.7,0.2,99,4.3
2025.05.08,00:00,23.59,Hirsch,938,963,1901,7.6,13.1,0.0,100,0.7
2025.05.09,00:00,23.59,Hirsch,975,973,1948,5.3,15.1,0.0,54,10.2
2025.05.10,00:00,23.59,Hirsch,771,882,1653,2.7,18.3,0.0,14,14.6
2025.05.11,00:00,23.59,Hirsch,1058,1020,2078,3.7,20.9,0.0,4,14.7
2025.05.12,00:00,23.59,Hirsch,1502,1517,3019,6.9,20.0,0.0,14,14.7
2025.05.13,00:00,23.59,Hirsch,1699,1688,3387,5.2,19.1,0.0,13,14.7
2025.05.14,00:00,23.59,Hirsch,1655,1725,3380,5.6,22.2,0.0,33,14.6
2025.05.15,00:00,23.59,Hirsch,1439,1500,2939,6.6,17.4,0.0,58,8.0
2025.05.16,00:00,23.59,Hirsch,1013,1036,2049,4.0,15.7,0.1,66,6.0
2025.05.17,00:00,23.59,Hirsch,559,548,1107,8.8,18.1,0.8,85,5.3
2025.05.18,00:00,23.59,Hirsch,808,541,1349,8.0,19.3,0.1,63,6.0
2025.05.19,00:00,23.59,Hirsch,1556,1587,3143,7.5,21.9,0.0,34,14.5
2025.05.20,00:00,23.59,Hirsch,1674,1726,3400,7.3,22.8,0.0,91,11.7
2025.05.21,00:00,23.59,Hirsch,1235,1238,2473,13.3,21.4,0.3,98,3.1
2025.05.22,00:00,23.59,Hirsch,790,803,1593,7.2,14.4,1.4,93,0.1
2025.05.23,00:00,23.59,Hirsch,879,925,1804,7.6,15.1,1.4,88,6.3
