datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2025.07.01,00:00,23.59,Arnulf,2369,101,2470,19.5,33.4,0.0,8,15.2
2025.07.02,00:00,23.59,Arnulf,2185,97,2282,17.5,34.3,2.1,39,12.3
2025.07.03,00:00,23.59,Arnulf,1899,104,2003,18.4,28.6,9.8,69,6.1
2025.07.04,00:00,23.59,Arnulf,1574,82,1656,17.2,26.5,0.0,53,7.5
2025.07.05,00:00,23.59,Arnulf,1587,68,1655,14.8,29.3,0.0,24,12.3
2025.07.06,00:00,23.59,Arnulf,1213,72,1285,15.2,26.0,3.4,96,2.9
2025.07.07,00:00,23.59,Arnulf,1553,86,1639,13.4,23.0,13.3,93,4.0
2025.07.08,00:00,23.59,Arnulf,962,77,1039,11.2,15.9,7.7,98,1.1
2025.07.09,00:00,23.59,Arnulf,1737,88,1825,11.3,19.3,0.1,86,4.3
2025.07.10,00:00,23.59,Arnulf,2119,110,2229,13.3,24.1,0.2,81,7.6
2025.07.11,00:00,23.59,Arnulf,1635,89,1724,15.6,23.4,4.8,85,5.6
2025.07.12,00:00,23.59,Arnulf,1602,74,1676,14.4,26.0,0.0,64,12.1
2025.07.13,00:00,23.59,Arnulf,1467,73,1540,14.2,29.2,2.7,35,13.0
2025.07.14,00:00,23.59,Arnulf,1506,96,1602,16.1,23.4,4.0,64,5.2
2025.07.15,00:00,23.59,Arnulf,1769,107,1876,16.2,25.6,5.9,78,5.5
2025.07.16,00:00,23.59,Arnulf,1637,99,1736,13.3,23.4,11.4,99,1.8
2025.07.17,00:00,23.59,Arnulf,1936,83,2019,13.3,22.2,0.0,74,6.3
2025.07.18,00:00,23.59,Arnulf,2010,111,2121,15.4,26.1,0.0,59,13.4
2025.07.19,00:00,23.59,Arnulf,1497,64,1561,13.3,29.5,0.1,54,11.7
2025.07.20,00:00,23.59,Arnulf,1524,66,1590,16.0,32.0,6.1,60,14.1
2025.07.21,00:00,23.59,Arnulf,1206,68,1274,15.9,22.0,2.2,80,4.2
2025.07.22,00:00,23.59,Arnulf,2159,116,2275,15.1,24.6,0.0,30,11.8
2025.07.23,00:00,23.59,Arnulf,2385,125,2510,14.5,25.4,6.2,75,8.6
2025.07.24,00:00,23.59,Arnulf,1139,78,1217,14.9,18.8,7.0,94,0.8
2025.07.25,00:00,23.59,Arnulf,1277,83,1360,15.3,22.5,12.1,96,1.8
2025.07.26,00:00,23.59,Arnulf,454,30,484,15.2,18.5,16.6,98,0.0
2025.07.27,00:00,23.59,Arnulf,682,36,718,14.4,20.8,2.0,98,3.8
2025.07.28,00:00,23.59,Arnulf,1146,91,1237,14.1,17.0,3.2,99,0.2
2025.07.29,00:00,23.59,Arnulf,1498,87,1585,13.1,19.4,1.4,85,2.3
2025.07.30,00:00,23.59,Arnulf,1436,93,1529,12.3,19.8,4.7,100,0.8
2025.07.31,00:00,23.59,Arnulf,1712,99,1811,11.0,22.1,2.5,74,5.8
2025.07.01,00:00,23.59,Olympia,2531,2562,5093,19.5,33.4,0.0,8,15.2
2025.07.02,00:00,23.59,Olympia,2272,2218,4490,17.5,34.3,2.1,39,12.3
2025.07.03,00:00,23.59,Olympia,1883,1909,3792,18.4,28.6,9.8,69,6.1
2025.07.04,00:00,23.59,Olympia,1957,1935,3892,17.2,26.5,0.0,53,7.5
2025.07.05,00:00,23.59,Olympia,2003,1904,3907,14.8,29.3,0.0,24,12.3
2025.07.06,00:00,23.59,Olympia,1883,1805,3688,15.2,26.0,3.4,96,2.9
2025.07.07,00:00,23.59,Olympia,1519,1490,3009,13.4,23.0,13.3,93,4.0
2025.07.08,00:00,23.59,Olympia,1100,1082,2182,11.2,15.9,7.7,98,1.1
2025.07.09,00:00,23.59,Olympia,2027,2019,4046,11.3,19.3,0.1,86,4.3
2025.07.10,00:00,23.59,Olympia,2377,2292,4669,13.3,24.1,0.2,81,7.6
2025.07.11,00:00,23.59,Olympia,1700,1762,3462,15.6,23.4,4.8,85,5.6
2025.07.12,00:00,23.59,Olympia,2289,2159,4448,14.4,26.0,0.0,64,12.1
2025.07.13,00:00,23.59,Olympia,2435,2305,4740,14.2,29.2,2.7,35,13.0
2025.07.14,00:00,23.59,Olympia,1542,1535,3077,16.1,23.4,4.0,64,5.2
2025.07.15,00:00,23.59,Olympia,1778,1778,3556,16.2,25.6,5.9,78,5.5
2025.07.16,00:00,23.59,Olympia,3024,2777,5801,13.3,23.4,11.4,99,1.8
2025.07.17,00:00,23.59,Olympia,2021,1958,3979,13.3,22.2,0.0,74,6.3
2025.07.18,00:00,23.59,Olympia,2238,2149,4387,15.4,26.1,0.0,59,13.4
2025.07.19,00:00,23.59,Olympia,379,381,760,13.3,29.5,0.1,54,11.7
2025.07.20,00:00,23.59,Olympia,1970,1791,3761,16.0,32.0,6.1,60,14.1
2025.07.21,00:00,23.59,Olympia,1244,1313,2557,15.9,22.0,2.2,80,4.2
2025.07.22,00:00,23.59,Olympia,2104,2202,4306,15.1,24.6,0.0,30,11.8
2025.07.23,00:00,23.59,Olympia,2169,2242,4411,14.5,25.4,6.2,75,8.6
2025.07.24,00:00,23.59,Olympia,956,945,1901,14.9,18.8,7.0,94,0.8
2025.07.25,00:00,23.59,Olympia,1116,1150,2266,15.3,22.5,12.1,96,1.8
2025.07.26,00:00,23.59,Olympia,1035,537,1572,15.2,18.5,16.6,98,0.0
2025.07.27,00:00,23.59,Olympia,827,856,1683,14.4,20.8,2.0,98,3.8
2025.07.28,00:00,23.59,Olympia,784,664,1448,14.1,17.0,3.2,99,0.2
2025.07.29,00:00,23.59,Olympia,1133,871,2004,13.1,19.4,1.4,85,2.3
2025.07.30,00:00,23.59,Olympia,1210,1243,2453,12.3,19.8,4.7,100,0.8
2025.07.31,00:00,23.59,Olympia,1305,1320,2625,11.0,22.1,2.5,74,5.8
2025.07.01,00:00,23.59,Hirsch,1625,1637,3262,19.5,33.4,0.0,8,15.2
2025.07.02,00:00,23.59,Hirsch,1428,1472,2900,17.5,34.3,2.1,39,12.3
2025.07.03,00:00,23.59,Hirsch,1270,1326,2596,18.4,28.6,9.8,69,6.1
2025.07.04,00:00,23.59,Hirsch,960,1023,1983,17.2,26.5,0.0,53,7.5
2025.07.05,00:00,23.59,Hirsch,793,708,1501,14.8,29.3,0.0,24,12.3
2025.07.06,00:00,23.59,Hirsch,724,653,1377,15.2,26.0,3.4,96,2.9
2025.07.07,00:00,23.59,Hirsch,1065,1071,2136,13.4,23.0,13.3,93,4.0
2025.07.08,00:00,23.59,Hirsch,727,769,1496,11.2,15.9,7.7,98,1.1
2025.07.09,00:00,23.59,Hirsch,1310,1355,2665,11.3,19.3,0.1,86,4.3
2025.07.10,00:00,23.59,Hirsch,1481,1509,2990,13.3,24.1,0.2,81,7.6
2025.07.11,00:00,23.59,Hirsch,990,1045,2035,15.6,23.4,4.8,85,5.6
2025.07.12,00:00,23.59,Hirsch,840,752,1592,14.4,26.0,0.0,64,12.1
2025.07.13,00:00,23.59,Hirsch,912,797,1709,14.2,29.2,2.7,35,13.0
2025.07.14,00:00,23.59,Hirsch,1094,1161,2255,16.1,23.4,4.0,64,5.2
2025.07.15,00:00,23.59,Hirsch,1303,1396,2699,16.2,25.6,5.9,78,5.5
2025.07.16,00:00,23.59,Hirsch,1123,1177,2300,13.3,23.4,11.4,99,1.8
2025.07.17,00:00,23.59,Hirsch,1379,1352,2731,13.3,22.2,0.0,74,6.3
2025.07.18,00:00,23.59,Hirsch,1263,1293,2556,15.4,26.1,0.0,59,13.4
2025.07.19,00:00,23.59,Hirsch,825,767,1592,13.3,29.5,0.1,54,11.7
2025.07.20,00:00,23.59,Hirsch,798,691,1489,16.0,32.0,6.1,60,14.1
2025.07.21,00:00,23.59,Hirsch,840,825,1665,15.9,22.0,2.2,80,4.2
2025.07.22,00:00,23.59,Hirsch,1601,1693,3294,15.1,24.6,0.0,30,11.8
2025.07.23,00:00,23.59,Hirsch,1772,1731,3503,14.5,25.4,6.2,75,8.6
2025.07.24,00:00,23.59,Hirsch,645,675,1320,14.9,18.8,7.0,94,0.8
2025.07.25,00:00,23.59,Hirsch,872,876,1748,15.3,22.5,12.1,96,1.8
2025.07.26,00:00,23.59,Hirsch,188,192,380,15.2,18.5,16.6,98,0.0
2025.07.27,00:00,23.59,Hirsch,368,352,720,14.4,20.8,2.0,98,3.8
2025.07.28,00:00,23.59,Hirsch,768,774,1542,14.1,17.0,3.2,99,0.2
2025.07.29,00:00,23.59,Hirsch,1071,1111,2182,13.1,19.4,1.4,85,2.3
2025.07.30,00:00,23.59,Hirsch,1059,1106,2165,12.3,19.8,4.7,100,0.8
2025.07.31,00:00,23.59,Hirsch,1117,1216,2333,11.0,22.1,2.5,74,5.8
2025.07.01,00:00,23.59,Erhardt,4919,3871,8790,19.5,33.4,0.0,8,15.2
2025.07.02,00:00,23.59,Erhardt,4331,3398,7729,17.5,34.3,2.1,39,12.3
2025.07.03,00:00,23.59,Erhardt,3423,2692,6115,18.4,28.6,9.8,69,6.1
2025.07.04,00:00,23.59,Erhardt,3065,2603,5668,17.2,26.5,0.0,53,7.5
2025.07.05,00:00,23.59,Erhardt,3738,3522,7260,14.8,29.3,0.0,24,12.3
2025.07.06,00:00,23.59,Erhardt,2570,2622,5192,15.2,26.0,3.4,96,2.9
2025.07.07,00:00,23.59,Erhardt,2627,1974,4601,13.4,23.0,13.3,93,4.0
2025.07.08,00:00,23.59,Erhardt,1537,1428,2965,11.2,15.9,7.7,98,1.1
2025.07.09,00:00,23.59,Erhardt,3311,2216,5527,11.3,19.3,0.1,86,4.3
2025.07.10,00:00,23.59,Erhardt,3770,2823,6593,13.3,24.1,0.2,81,7.6
2025.07.11,00:00,23.59,Erhardt,2786,2223,5009,15.6,23.4,4.8,85,5.6
2025.07.12,00:00,23.59,Erhardt,3300,3083,6383,14.4,26.0,0.0,64,12.1
2025.07.13,00:00,23.59,Erhardt,3747,3372,7119,14.2,29.2,2.7,35,13.0
2025.07.14,00:00,23.59,Erhardt,2749,1875,4624,16.1,23.4,4.0,64,5.2
2025.07.15,00:00,23.59,Erhardt,3108,2429,5537,16.2,25.6,5.9,78,5.5
2025.07.16,00:00,23.59,Erhardt,3036,1940,4976,13.3,23.4,11.4,99,1.8
