datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2025.08.23,00:00,23.59,Olympia,1229,1139,2368,12.2,18.0,0.0,96,2.6
2025.08.24,00:00,23.59,Olympia,1757,1669,3426,11.8,21.5,0.0,66,8.7
2025.08.25,00:00,23.59,Olympia,1297,1010,2307,10.0,23.8,0.0,48,12.9
2025.08.26,00:00,23.59,Olympia,1367,859,2226,10.9,27.6,1.4,48,12.8
2025.08.27,00:00,23.59,Olympia,1105,712,1817,17.2,28.8,0.0,88,6.9
2025.08.28,00:00,23.59,Olympia,475,311,786,14.9,21.4,20.3,90,1.8
2025.08.29,00:00,23.59,Olympia,536,343,879,14.0,21.6,2.8,93,4.7
2025.08.30,00:00,23.59,Olympia,931,519,1450,13.8,20.5,0.3,79,4.2
2025.08.31,00:00,23.59,Olympia,1551,943,2494,12.5,24.2,0.0,24,12.2
2025.08.01,00:00,23.59,Hirsch,659,668,1327,13.9,20.1,9.0,83,3.7
2025.08.02,00:00,23.59,Hirsch,182,175,357,12.9,17.3,23.6,96,0.1
2025.08.03,00:00,23.59,Hirsch,249,252,501,12.2,18.5,10.3,95,2.6
2025.08.04,00:00,23.59,Hirsch,764,737,1501,12.7,19.0,1.1,94,1.3
2025.08.05,00:00,23.59,Hirsch,1149,1245,2394,13.7,26.9,9.7,68,7.5
2025.08.06,00:00,23.59,Hirsch,1375,1465,2840,12.3,22.5,0.0,60,13.5
2025.08.07,00:00,23.59,Hirsch,1437,1542,2979,10.6,28.0,0.0,25,13.8
2025.08.08,00:00,23.59,Hirsch,1073,1137,2210,14.6,31.8,0.0,6,14.1
2025.08.09,00:00,23.59,Hirsch,684,599,1283,16.0,33.0,0.0,3,13.9
2025.08.10,00:00,23.59,Hirsch,594,553,1147,19.2,28.9,0.0,11,13.8
2025.08.11,00:00,23.59,Hirsch,1325,1314,2639,15.6,27.8,0.0,0,13.7
2025.08.12,00:00,23.59,Hirsch,1424,1423,2847,14.7,30.9,0.0,0,13.6
2025.08.13,00:00,23.59,Hirsch,1179,1186,2365,19.2,34.2,0.0,0,13.4
2025.08.14,00:00,23.59,Hirsch,1035,1049,2084,17.3,32.3,0.0,48,12.8
2025.08.15,00:00,23.59,Hirsch,450,448,898,18.3,33.3,6.2,39,12.0
2025.08.16,00:00,23.59,Hirsch,258,244,502,17.9,23.6,1.6,95,2.4
2025.08.17,00:00,23.59,Hirsch,550,510,1060,15.5,23.9,0.0,69,6.1
2025.08.18,00:00,23.59,Hirsch,1101,1105,2206,12.1,25.5,0.0,5,13.6
2025.08.19,00:00,23.59,Hirsch,1248,1280,2528,12.4,27.2,0.0,0,13.7
2025.08.20,00:00,23.59,Hirsch,835,882,1717,15.5,25.9,31.0,75,5.3
2025.08.21,00:00,23.59,Hirsch,398,372,770,15.9,18.3,5.0,98,0.0
2025.08.22,00:00,23.59,Hirsch,799,770,1569,13.3,21.2,0.0,73,6.4
2025.08.23,00:00,23.59,Hirsch,437,432,869,12.2,18.0,0.0,96,2.6
2025.08.24,00:00,23.59,Hirsch,542,528,1070,11.8,21.5,0.0,66,8.7
2025.08.25,00:00,23.59,Hirsch,1090,1119,2209,10.0,23.8,0.0,48,12.9
2025.08.26,00:00,23.59,Hirsch,1269,1287,2556,10.9,27.6,1.4,48,12.8
2025.08.27,00:00,23.59,Hirsch,942,1003,1945,17.2,28.8,0.0,88,6.9
2025.08.28,00:00,23.59,Hirsch,595,587,1182,14.9,21.4,20.3,90,1.8
2025.08.29,00:00,23.59,Hirsch,492,490,982,14.0,21.6,2.8,93,4.7
2025.08.30,00:00,23.59,Hirsch,400,385,785,13.8,20.5,0.3,79,4.2
2025.08.31,00:00,23.59,Hirsch,665,662,1327,12.5,24.2,0.0,24,12.2
2025.08.01,00:00,23.59,Erhardt,1693,1405,3098,13.9,20.1,9.0,83,3.7
2025.08.02,00:00,23.59,Erhardt,516,558,1074,12.9,17.3,23.6,96,0.1
2025.08.03,00:00,23.59,Erhardt,769,828,1597,12.2,18.5,10.3,95,2.6
2025.08.04,00:00,23.59,Erhardt,1910,1278,3188,12.7,19.0,1.1,94,1.3
2025.08.05,00:00,23.59,Erhardt,2965,2308,5273,13.7,26.9,9.7,68,7.5
2025.08.06,00:00,23.59,Erhardt,3754,2764,6518,12.3,22.5,0.0,60,13.5
2025.08.07,00:00,23.59,Erhardt,4020,3035,7055,10.6,28.0,0.0,25,13.8
2025.08.08,00:00,23.59,Erhardt,3746,2950,6696,14.6,31.8,0.0,6,14.1
2025.08.09,00:00,23.59,Erhardt,3554,3089,6643,16.0,33.0,0.0,3,13.9
2025.08.10,00:00,23.59,Erhardt,3211,3032,6243,19.2,28.9,0.0,11,13.8
2025.08.11,00:00,23.59,Erhardt,3435,2747,6182,15.6,27.8,0.0,0,13.7
2025.08.12,00:00,23.59,Erhardt,4250,3210,7460,14.7,30.9,0.0,0,13.6
2025.08.13,00:00,23.59,Erhardt,4215,3303,7518,19.2,34.2,0.0,0,13.4
2025.08.14,00:00,23.59,Erhardt,3500,2851,6351,17.3,32.3,0.0,48,12.8
2025.08.15,00:00,23.59,Erhardt,2950,2905,5855,18.3,33.3,6.2,39,12.0
2025.08.16,00:00,23.59,Erhardt,1213,1228,2441,17.9,23.6,1.6,95,2.4
2025.08.17,00:00,23.59,Erhardt,2283,2114,4397,15.5,23.9,0.0,69,6.1
2025.08.18,00:00,23.59,Erhardt,3144,2305,5449,12.1,25.5,0.0,5,13.6
2025.08.19,00:00,23.59,Erhardt,4193,3006,7199,12.4,27.2,0.0,0,13.7
2025.08.20,00:00,23.59,Erhardt,2279,1717,3996,15.5,25.9,31.0,75,5.3
2025.08.21,00:00,23.59,Erhardt,1186,899,2085,15.9,18.3,5.0,98,0.0
2025.08.22,00:00,23.59,Erhardt,2352,2024,4376,13.3,21.2,0.0,73,6.4
2025.08.23,00:00,23.59,Erhardt,1783,1665,3448,12.2,18.0,0.0,96,2.6
2025.08.24,00:00,23.59,Erhardt,2364,2143,4507,11.8,21.5,0.0,66,8.7
2025.08.25,00:00,23.59,Erhardt,3127,2066,5193,10.0,23.8,0.0,48,12.9
2025.08.26,00:00,23.59,Erhardt,4034,2685,6719,10.9,27.6,1.4,48,12.8
2025.08.27,00:00,23.59,Erhardt,3288,2255,5543,17.2,28.8,0.0,88,6.9
2025.08.28,00:00,23.59,Erhardt,1746,1301,3047,14.9,21.4,20.3,90,1.8
2025.08.29,00:00,23.59,Erhardt,1479,1155,2634,14.0,21.6,2.8,93,4.7
2025.08.30,00:00,23.59,Erhardt,1386,1197,2583,13.8,20.5,0.3,79,4.2
2025.08.31,00:00,23.59,Erhardt,3111,2670,5781,12.5,24.2,0.0,24,12.2
